Unnamed: 0,Season,player_name,Age,Team(s),Minutes,Rotation Role,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,archetype,year_4,year_0,year_1,year_2,contract_length,total_contract_value,average_annual_value,current_year_salary,years_remaining,salary
48.0,2024-25,Alex Caruso,30.0,OKC,1041.0,Rotation,Low Minute,Wing Stopper,2.68,1.64,0.01,1.64,Low Minute / Wing Stopper,81096960.0,20998320.0,22446480.0,,3,124541760.0,41513920.0,20998320.0,2,20998320.0
290.0,2024-25,Andrew Nembhard,25.0,IND,1881.0,Starter,Primary Ball Handler,Point of Attack,2.23,-0.56,-0.66,0.09,Primary Ball Handler / Point of Attack,58650480.0,20998320.0,,,2,79648800.0,39824400.0,20998320.0,1,20998320.0
272.0,2024-25,Ivica Zubac,27.0,LAC,2624.0,Starter,Post Scorer,Anchor Big,8.34,2.6,0.85,1.76,Post Scorer / Anchor Big,58650480.0,20998320.0,,,2,79648800.0,39824400.0,20998320.0,1,20998320.0
337.0,2024-25,Nic Claxton,25.0,BRK,1880.0,Key Rotation,Roll + Cut Big,Mobile Big,2.08,-0.68,-1.82,1.13,Roll + Cut Big / Mobile Big,69443183.0,20943184.0,,,2,90386367.0,45193183.5,20943184.0,1,20943184.0
497.0,2024-25,Herbert Jones,26.0,NOP,648.0,Starter,Stationary Shooter,Wing Stopper,0.25,-1.84,-2.05,0.21,Stationary Shooter / Wing Stopper,72221624.0,20858300.0,22526964.0,24195628.0,4,139802516.0,34950629.0,20858300.0,3,20858300.0
352.0,2024-25,Norman Powell,31.0,LAC,1958.0,Starter,Secondary Ball Handler,Chaser,4.06,0.84,1.28,-0.45,Secondary Ball Handler / Chaser,20482758.0,,,,1,20482758.0,20482758.0,20482758.0,0,20482758.0
479.0,2024-25,Derrick Jones Jr.,27.0,LAC,1873.0,Key Rotation,Stationary Shooter,Point of Attack,2.52,-0.31,-0.79,0.48,Stationary Shooter / Point of Attack,20476190.0,,,,1,20476190.0,20476190.0,20476190.0,0,20476190.0
348.0,2024-25,Ausar Thompson,22.0,DET,1328.0,Key Rotation,Roll + Cut Big,Point of Attack,3.08,1.23,-0.32,1.55,Roll + Cut Big / Point of Attack,19892925.0,,,,1,19892925.0,19892925.0,19892925.0,0,19892925.0
540.0,2024-25,Wendell Carter Jr.,25.0,ORL,1758.0,Starter,Stretch Big,Mobile Big,2.68,-0.03,-1.17,1.14,Stretch Big / Mobile Big,48502160.0,19550160.0,20998320.0,,3,89050640.0,29683546.666666668,19550160.0,2,19550160.0
277.0,2024-25,Jusuf Nurkić,30.0,PHO/CHO,1063.0,Rotation,Post Scorer,Anchor Big,2.34,1.04,-0.54,1.58,Post Scorer / Anchor Big,19375000.0,,,,1,19375000.0,19375000.0,19375000.0,0,19375000.0
179.0,2024-25,Grayson Allen,29.0,PHO,1544.0,Key Rotation,Movement Shooter,Chaser,2.11,-0.27,0.38,-0.66,Movement Shooter / Chaser,35000000.0,19375000.0,,,2,54375000.0,27187500.0,19375000.0,1,19375000.0
459.0,2024-25,Harrison Barnes,32.0,SAS,2228.0,Starter,Shot Creator,Helper,1.04,-1.7,0.03,-1.74,Shot Creator / Helper,19000000.0,,,,1,19000000.0,19000000.0,19000000.0,0,19000000.0
403.0,2024-25,Collin Sexton,26.0,UTA,1758.0,Starter,Shot Creator,Chaser,0.59,-1.91,0.5,-2.41,Shot Creator / Chaser,18975000.0,,,,1,18975000.0,18975000.0,18975000.0,0,18975000.0
544.0,2024-25,Jalen Smith,24.0,CHI,962.0,Rotation,Stretch Big,Mobile Big,2.66,1.94,1.07,0.87,Stretch Big / Mobile Big,18428571.0,,,,1,18428571.0,18428571.0,18428571.0,0,18428571.0
494.0,2024-25,Naji Marshall,27.0,DAL,1919.0,Key Rotation,Stationary Shooter,Helper,1.79,-0.96,-0.15,-0.82,Stationary Shooter / Helper,18428571.0,,,,1,18428571.0,18428571.0,18428571.0,0,18428571.0
484.0,2024-25,Rui Hachimura,26.0,LAL,1869.0,Starter,Stationary Shooter,Wing Stopper,2.13,-0.63,-0.43,-0.2,Stationary Shooter / Wing Stopper,18259259.0,,,,1,18259259.0,18259259.0,18259259.0,0,18259259.0
488.0,2024-25,Luguentz Dort,25.0,OKC,2073.0,Starter,Stationary Shooter,Point of Attack,3.86,0.51,-0.27,0.78,Stationary Shooter / Point of Attack,18222222.0,,,,1,18222222.0,18222222.0,18222222.0,0,18222222.0
338.0,2024-25,Daniel Gafford,26.0,DAL,1226.0,Rotation,Roll + Cut Big,Mobile Big,3.29,1.81,0.65,1.16,Roll + Cut Big / Mobile Big,68766609.0,18126763.0,18989942.0,,3,105883314.0,35294438.0,18126763.0,2,18126763.0
537.0,2024-25,Zach Collins,27.0,SAS/CHI,976.0,Rotation,Stretch Big,Mobile Big,1.75,0.4,-0.29,0.69,Stretch Big / Mobile Big,18080496.0,,,,1,18080496.0,18080496.0,18080496.0,0,18080496.0
317.0,2024-25,Anthony Black,21.0,ORL,1887.0,Key Rotation,Primary Ball Handler,Point of Attack,1.97,-0.78,-1.75,0.96,Primary Ball Handler / Point of Attack,18076596.0,,,,1,18076596.0,18076596.0,18076596.0,0,18076596.0
194.0,2024-25,Patrick Williams,23.0,CHI,1576.0,Key Rotation,Movement Shooter,Wing Stopper,0.83,-1.61,-1.57,-0.04,Movement Shooter / Wing Stopper,54000000.0,18000000.0,18000000.0,,3,90000000.0,30000000.0,18000000.0,2,18000000.0
181.0,2024-25,Kevin Huerter,26.0,SAC/CHI,1679.0,Rotation,Movement Shooter,Chaser,2.13,-0.43,-0.41,-0.02,Movement Shooter / Chaser,17991071.0,,,,1,17991071.0,17991071.0,17991071.0,0,17991071.0
237.0,2024-25,Zaccharie Risacher,19.0,ATL,1843.0,Key Rotation,Movement Shooter,Helper,1.07,-1.52,-0.75,-0.78,Movement Shooter / Helper,27023760.0,17434637.0,,,2,44458397.0,22229198.5,17434637.0,1,17434637.0
203.0,2024-25,Santi Aldama,24.0,MEM,1660.0,Starter,Movement Shooter,Helper,3.87,1.25,1.17,0.08,Movement Shooter / Helper,35492959.0,17007043.0,,,2,52500002.0,26250001.0,17007043.0,1,17007043.0
339.0,2024-25,Onyeka Okongwu,24.0,ATL,2064.0,Starter,Roll + Cut Big,Mobile Big,4.61,1.09,0.33,0.76,Roll + Cut Big / Mobile Big,48000000.0,16880000.0,,,2,64880000.0,32440000.0,16880000.0,1,16880000.0
371.0,2024-25,Bilal Coulibaly,20.0,WAS,1948.0,Starter,Secondary Ball Handler,Point of Attack,-1.04,-3.32,-2.46,-0.86,Secondary Ball Handler / Point of Attack,16515612.0,,,,1,16515612.0,16515612.0,16515612.0,0,16515612.0
562.0,2024-25,Obi Toppin,26.0,IND,1545.0,Key Rotation,Versatile Big,Helper,2.98,0.61,0.87,-0.26,Versatile Big / Helper,45025000.0,16025000.0,,,2,61050000.0,30525000.0,16025000.0,1,16025000.0
246.0,2024-25,Bogdan Bogdanović,32.0,ATL/LAC,1348.0,Starter,Movement Shooter,Chaser,1.44,-0.75,-0.31,-0.44,Movement Shooter / Chaser,16020000.0,,,,1,16020000.0,16020000.0,16020000.0,0,16020000.0
187.0,2024-25,Terance Mann,28.0,LAC/ATL,1414.0,Rotation,Movement Shooter,Chaser,1.06,-1.25,-0.86,-0.38,Movement Shooter / Chaser,47000000.0,16000000.0,,,2,63000000.0,31500000.0,16000000.0,1,16000000.0
335.0,2024-25,Goga Bitadze,25.0,ORL,1430.0,Rotation,Roll + Cut Big,Mobile Big,3.86,1.84,-0.73,2.57,Roll + Cut Big / Mobile Big,15942029.0,,,,1,15942029.0,15942029.0,15942029.0,0,15942029.0
557.0,2024-25,Alex Sarr,19.0,WAS,1814.0,Starter,Stretch Big,Mobile Big,0.49,-2.02,-1.65,-0.37,Stretch Big / Mobile Big,24178920.0,15611798.0,,,2,39790718.0,19895359.0,15611798.0,1,15611798.0
385.0,2024-25,Bobby Portis,29.0,MIL,1244.0,Key Rotation,Shot Creator,Mobile Big,2.42,0.64,0.23,0.41,Shot Creator / Mobile Big,27967168.0,15597074.0,,,2,43564242.0,21782121.0,15597074.0,1,15597074.0
461.0,2024-25,Dennis Schröder,31.0,BRK/GSW/DET,2106.0,Key Rotation,Shot Creator,Point of Attack,2.94,-0.23,0.3,-0.53,Shot Creator / Point of Attack,28913200.0,15514400.0,,,2,44427600.0,22213800.0,15514400.0,1,15514400.0
294.0,2024-25,Nickeil Alexander-Walker,26.0,MIN,2073.0,Key Rotation,Primary Ball Handler,Point of Attack,2.68,-0.39,-0.43,0.04,Primary Ball Handler / Point of Attack,44727310.0,15161800.0,15919890.0,,3,75809000.0,25269666.666666668,15161800.0,2,15161800.0
254.0,2024-25,Duncan Robinson,30.0,MIA,1786.0,Key Rotation,Off Screen Shooter,Low Activity,1.6,-1.02,-0.36,-0.66,Off Screen Shooter / Low Activity,16834692.0,15151222.0,,,2,31985914.0,15992957.0,15151222.0,1,15151222.0
226.0,2024-25,Jarace Walker,21.0,IND,1187.0,Rotation,Movement Shooter,Helper,1.41,-0.56,-1.39,0.83,Movement Shooter / Helper,15144062.0,,,,1,15144062.0,15144062.0,15144062.0,0,15144062.0
341.0,2024-25,Isaiah Stewart,23.0,DET,1434.0,Rotation,Roll + Cut Big,Mobile Big,2.43,0.24,-1.81,2.05,Roll + Cut Big / Mobile Big,30000000.0,15000000.0,,,2,45000000.0,22500000.0,15000000.0,1,15000000.0
536.0,2024-25,Jonathan Isaac,27.0,ORL,1090.0,Rotation,Stretch Big,Helper,3.27,2.31,-0.24,2.55,Stretch Big / Helper,44000000.0,14500000.0,15000000.0,,3,73500000.0,24500000.0,14500000.0,2,14500000.0
463.0,2024-25,Jordan Clarkson,32.0,UTA,962.0,Key Rotation,Shot Creator,Chaser,1.12,-0.59,0.85,-1.44,Shot Creator / Chaser,14285714.0,,,,1,14285714.0,14285714.0,14285714.0,0,14285714.0
327.0,2024-25,Damian Lillard,34.0,MIL,2093.0,Star,Primary Ball Handler,Low Activity,6.4,2.41,3.33,-0.93,Primary Ball Handler / Low Activity,54126450.0,14104000.0,,,2,68230450.0,34115225.0,14104000.0,1,14104000.0
375.0,2024-25,Reed Sheppard,20.0,HOU,653.0,Rotation,Secondary Ball Handler,Chaser,0.5,-1.24,-1.58,0.34,Secondary Ball Handler / Chaser,21712440.0,14041625.0,,,2,35754065.0,17877032.5,14041625.0,1,14041625.0
307.0,2024-25,Austin Reaves,26.0,LAL,2550.0,Starter,Primary Ball Handler,Chaser,6.16,1.38,2.06,-0.68,Primary Ball Handler / Chaser,13937574.0,,,,1,13937574.0,13937574.0,13937574.0,0,13937574.0
108.0,2024-25,Taylor Hendricks,21.0,UTA,75.0,Too Few Games,Low Minute,Point of Attack,0.14,0.47,-0.24,0.71,Low Minute / Point of Attack,13932980.0,,,,1,13932980.0,13932980.0,13932980.0,0,13932980.0
275.0,2024-25,Kelly Olynyk,33.0,TOR/NOP,891.0,Rotation,Post Scorer,Helper,1.24,-0.24,-0.62,0.38,Post Scorer / Helper,13445122.0,,,,1,13445122.0,13445122.0,13445122.0,0,13445122.0
259.0,2024-25,Moses Moody,22.0,GSW,1649.0,Key Rotation,Off Screen Shooter,Chaser,2.33,-0.21,-0.57,0.36,Off Screen Shooter / Chaser,37500000.0,13425925.0,,,2,50925925.0,25462962.5,13425925.0,1,13425925.0
478.0,2024-25,Dorian Finney-Smith,31.0,BRK/LAL,1821.0,Key Rotation,Stationary Shooter,Wing Stopper,1.14,-1.45,-1.35,-0.1,Stationary Shooter / Wing Stopper,39370000.0,13335000.0,13335000.0,,3,66040000.0,22013333.33333333,13335000.0,2,13335000.0
7.0,2024-25,Jarred Vanderbilt,25.0,LAL,581.0,Rotation,Athletic Finisher,Helper,0.85,-0.13,-1.26,1.13,Athletic Finisher / Helper,24000000.0,13285714.0,,,2,37285714.0,18642857.0,13285714.0,1,13285714.0
509.0,2024-25,Cason Wallace,21.0,OKC,1876.0,Starter,Stationary Shooter,Point of Attack,3.84,0.79,-0.51,1.31,Stationary Shooter / Point of Attack,13241046.0,,,,1,13241046.0,13241046.0,13241046.0,0,13241046.0
301.0,2024-25,Cole Anthony,24.0,ORL,1234.0,Rotation,Primary Ball Handler,Point of Attack,1.86,-0.06,-0.26,0.21,Primary Ball Handler / Point of Attack,13100000.0,,,,1,13100000.0,13100000.0,13100000.0,0,13100000.0
261.0,2024-25,Corey Kispert,25.0,WAS,1602.0,Key Rotation,Off Screen Shooter,Low Activity,-0.84,-3.3,-1.53,-1.77,Off Screen Shooter / Low Activity,41000000.0,13050000.0,13050000.0,,3,67100000.0,22366666.666666668,13050000.0,2,13050000.0
6.0,2024-25,Mitchell Robinson,26.0,NYK,290.0,Rotation,Athletic Finisher,Mobile Big,0.52,0.38,-0.66,1.04,Athletic Finisher / Mobile Big,12954546.0,,,,1,12954546.0,12954546.0,12954546.0,0,12954546.0
292.0,2024-25,Coby White,24.0,CHI,2450.0,Starter,Primary Ball Handler,Chaser,3.52,-0.17,0.96,-1.12,Primary Ball Handler / Chaser,12888889.0,,,,1,12888889.0,12888889.0,12888889.0,0,12888889.0
445.0,2024-25,Stephon Castle,20.0,SAS,2162.0,Key Rotation,Shot Creator,Point of Attack,1.16,-1.59,0.0,-1.59,Shot Creator / Point of Attack,19576440.0,12670139.0,,,2,32246579.0,16123289.5,12670139.0,1,12670139.0
28.0,2024-25,Dereck Lively II,20.0,DAL,833.0,Key Rotation,Athletic Finisher,Mobile Big,1.86,1.09,-0.47,1.56,Athletic Finisher / Mobile Big,12492491.0,,,,1,12492491.0,12492491.0,12492491.0,0,12492491.0
60.0,2024-25,John Konchar,28.0,MEM,558.0,Rotation,Low Minute,Chaser,0.74,-0.35,-1.88,1.53,Low Minute / Chaser,12330000.0,,,,1,12330000.0,12330000.0,12330000.0,0,12330000.0
264.0,2024-25,Gradey Dick,21.0,TOR,1587.0,Starter,Off Screen Shooter,Chaser,0.24,-2.21,-1.25,-0.96,Off Screen Shooter / Chaser,12122071.0,,,,1,12122071.0,12122071.0,12122071.0,0,12122071.0
217.0,2024-25,Jake LaRavia,23.0,MEM/SAC,1349.0,Key Rotation,Movement Shooter,Helper,1.56,-0.61,-0.94,0.33,Movement Shooter / Helper,12000000.0,,,,1,12000000.0,12000000.0,12000000.0,0,12000000.0
412.0,2024-25,Deni Avdija,24.0,POR,2161.0,Key Rotation,Shot Creator,Helper,4.47,0.83,0.72,0.1,Shot Creator / Helper,39375000.0,11875000.0,,,2,51250000.0,25625000.0,11875000.0,1,11875000.0
42.0,2024-25,Steven Adams,31.0,HOU,795.0,Rotation,Athletic Finisher,Anchor Big,1.07,-0.32,-0.75,0.43,Athletic Finisher / Anchor Big,39000000.0,11869566.0,,,2,50869566.0,25434783.0,11869566.0,1,11869566.0
475.0,2024-25,T.J. McConnell,32.0,IND,1415.0,Rotation,Slasher,Point of Attack,2.64,0.52,0.39,0.13,Slasher / Point of Attack,33000000.0,11800000.0,11800000.0,,3,56600000.0,18866666.666666668,11800000.0,2,11800000.0
265.0,2024-25,Jordan Hawkins,22.0,NOP,1321.0,Key Rotation,Off Screen Shooter,Chaser,-0.31,-2.83,-1.08,-1.74,Off Screen Shooter / Chaser,11763215.0,,,,1,11763215.0,11763215.0,11763215.0,0,11763215.0
201.0,2024-25,Sam Hauser,27.0,BOS,1541.0,Rotation,Movement Shooter,Chaser,2.86,0.5,0.27,0.23,Movement Shooter / Chaser,45000000.0,11651785.0,12455356.0,,3,69107141.0,23035713.666666668,11651785.0,2,11651785.0
477.0,2024-25,Royce O'Neale,31.0,PHO,1837.0,Starter,Stationary Shooter,Wing Stopper,3.01,0.15,0.1,0.06,Stationary Shooter / Wing Stopper,32625000.0,11625000.0,,,2,44250000.0,22125000.0,11625000.0,1,11625000.0
489.0,2024-25,Matisse Thybulle,27.0,POR,312.0,Rotation,Stationary Shooter,Point of Attack,0.69,1.03,-0.44,1.47,Stationary Shooter / Point of Attack,11550000.0,,,,1,11550000.0,11550000.0,11550000.0,0,11550000.0
185.0,2024-25,Gabe Vincent,28.0,LAL,1525.0,Key Rotation,Movement Shooter,Point of Attack,0.48,-1.94,-1.53,-0.41,Movement Shooter / Point of Attack,11500000.0,,,,1,11500000.0,11500000.0,11500000.0,0,11500000.0
195.0,2024-25,Isaiah Joe,25.0,OKC,1604.0,Key Rotation,Movement Shooter,Low Activity,3.12,0.64,1.17,-0.54,Movement Shooter / Low Activity,23685344.0,11323006.0,,,2,35008350.0,17504175.0,11323006.0,1,11323006.0
208.0,2024-25,Keegan Murray,24.0,SAC,2610.0,Starter,Movement Shooter,Wing Stopper,3.3,-0.44,-0.72,0.28,Movement Shooter / Wing Stopper,11144093.0,,,,1,11144093.0,11144093.0,11144093.0,0,11144093.0
481.0,2024-25,Maxi Kleber,33.0,DAL,637.0,Rotation,Stationary Shooter,Wing Stopper,-0.07,-2.63,-2.97,0.34,Stationary Shooter / Wing Stopper,11000000.0,,,,1,11000000.0,11000000.0,11000000.0,0,11000000.0
174.0,2024-25,Luke Kennard,28.0,MEM,1472.0,Key Rotation,Movement Shooter,Low Activity,1.9,-0.4,0.15,-0.55,Movement Shooter / Low Activity,11000000.0,,,,1,11000000.0,11000000.0,11000000.0,0,11000000.0
318.0,2024-25,Keyonte George,21.0,UTA,2108.0,Starter,Primary Ball Handler,Point of Attack,0.77,-1.86,0.33,-2.19,Primary Ball Handler / Point of Attack,10842885.0,,,,1,10842885.0,10842885.0,10842885.0,0,10842885.0
324.0,2024-25,Mike Conley,37.0,MIN,1756.0,Key Rotation,Primary Ball Handler,Chaser,3.77,0.95,0.51,0.44,Primary Ball Handler / Chaser,10774038.0,,,,1,10774038.0,10774038.0,10774038.0,0,10774038.0
274.0,2024-25,Jonas Valančiūnas,32.0,WAS/SAC,1524.0,Key Rotation,Post Scorer,Anchor Big,3.01,0.69,0.07,0.62,Post Scorer / Anchor Big,10395000.0,,,,1,10395000.0,10395000.0,10395000.0,0,10395000.0
314.0,2024-25,Jaden Ivey,22.0,DET,898.0,Starter,Primary Ball Handler,Point of Attack,0.88,-0.88,0.16,-1.03,Primary Ball Handler / Point of Attack,10107163.0,,,,1,10107163.0,10107163.0,10107163.0,0,10107163.0
248.0,2024-25,Buddy Hield,32.0,GSW,1864.0,Key Rotation,Off Screen Shooter,Chaser,2.64,-0.19,-0.11,-0.08,Off Screen Shooter / Chaser,18878048.0,10097560.0,,,2,28975608.0,14487804.0,10097560.0,1,10097560.0
173.0,2024-25,Lonzo Ball,27.0,CHI,777.0,Key Rotation,Movement Shooter,Point of Attack,1.6,0.81,0.04,0.77,Movement Shooter / Point of Attack,10000000.0,,,,1,10000000.0,10000000.0,10000000.0,0,10000000.0
4.0,2024-25,Luke Kornet,29.0,BOS,1361.0,Rotation,Athletic Finisher,Anchor Big,3.73,1.9,0.31,1.6,Athletic Finisher / Anchor Big,24000000.0,9900000.0,9350000.0,,3,43250000.0,14416666.666666666,9900000.0,2,9900000.0
257.0,2024-25,Sam Merrill,28.0,CLE,1401.0,Key Rotation,Off Screen Shooter,Chaser,2.44,0.32,0.26,0.06,Off Screen Shooter / Chaser,38000000.0,9839285.0,10517856.0,,3,58357141.0,19452380.33333333,9839285.0,2,9839285.0
439.0,2024-25,Jaime Jaquez Jr.,23.0,MIA,1368.0,Rotation,Shot Creator,Helper,1.72,-0.45,-0.83,0.38,Shot Creator / Helper,9800741.0,,,,1,9800741.0,9800741.0,9800741.0,0,9800741.0
296.0,2024-25,Ty Jerome,27.0,CLE,1393.0,Key Rotation,Primary Ball Handler,Chaser,3.91,2.01,2.33,-0.32,Primary Ball Handler / Chaser,18001050.0,9659100.0,,,2,27660150.0,13830075.0,9659100.0,1,9659100.0
31.0,2024-25,Donovan Clingan,20.0,POR,1324.0,Rotation,Athletic Finisher,Anchor Big,2.75,0.85,-1.31,2.16,Athletic Finisher / Anchor Big,14698320.0,9550298.0,,,2,24248618.0,12124309.0,9550298.0,1,9550298.0
169.0,2024-25,Pat Connaughton,32.0,MIL,603.0,Rotation,Movement Shooter,Helper,0.68,-0.66,-0.78,0.12,Movement Shooter / Helper,9423869.0,,,,1,9423869.0,9423869.0,9423869.0,0,9423869.0
402.0,2024-25,Caleb Martin,29.0,PHI/DAL,1218.0,Starter,Shot Creator,Point of Attack,0.37,-1.96,-1.85,-0.11,Shot Creator / Point of Attack,19595537.0,9371351.0,,,2,28966888.0,14483444.0,9371351.0,1,9371351.0
319.0,2024-25,Brandin Podziemski,21.0,GSW,1716.0,Starter,Primary Ball Handler,Point of Attack,3.34,0.64,-0.01,0.65,Primary Ball Handler / Point of Attack,9367419.0,,,,1,9367419.0,9367419.0,9367419.0,0,9367419.0
467.0,2024-25,Kyle Anderson,31.0,GSW/MIA,1002.0,Rotation,Shot Creator,Helper,1.67,0.19,-0.91,1.1,Shot Creator / Helper,9219512.0,,,,1,9219512.0,9219512.0,9219512.0,0,9219512.0
435.0,2024-25,Bennedict Mathurin,22.0,IND,2149.0,Starter,Shot Creator,Chaser,2.07,-0.91,-0.18,-0.73,Shot Creator / Chaser,9187573.0,,,,1,9187573.0,9187573.0,9187573.0,0,9187573.0
225.0,2024-25,Cam Whitmore,20.0,HOU,827.0,Rotation,Movement Shooter,Low Activity,1.12,-0.3,0.1,-0.4,Movement Shooter / Low Activity,8998070.0,,,,1,8998070.0,8998070.0,8998070.0,0,8998070.0
209.0,2024-25,Max Christie,21.0,LAL/DAL,2127.0,Key Rotation,Movement Shooter,Point of Attack,1.44,-1.37,-1.22,-0.15,Movement Shooter / Point of Attack,16000000.0,8857143.0,,,2,24857143.0,12428571.5,8857143.0,1,8857143.0
230.0,2024-25,Noah Clowney,20.0,BRK,1042.0,Key Rotation,Movement Shooter,Helper,0.54,-1.61,-1.27,-0.34,Movement Shooter / Helper,8812674.0,,,,1,8812674.0,8812674.0,8812674.0,0,8812674.0
376.0,2024-25,Rob Dillingham,20.0,MIN,516.0,Rotation,Secondary Ball Handler,Low Activity,0.07,-2.24,-1.05,-1.19,Secondary Ball Handler / Low Activity,13465440.0,8763216.0,,,2,22228656.0,11114328.0,8763216.0,1,8763216.0
564.0,2024-25,Brook Lopez,36.0,MIL,2546.0,Starter,Versatile Big,Anchor Big,4.64,0.44,-0.48,0.92,Versatile Big / Anchor Big,8750000.0,,,,1,8750000.0,8750000.0,8750000.0,0,8750000.0
359.0,2024-25,Quentin Grimes,24.0,DAL/PHI,2013.0,Key Rotation,Secondary Ball Handler,Chaser,2.42,-0.54,0.41,-0.95,Secondary Ball Handler / Chaser,8741209.0,,,,1,8741209.0,8741209.0,8741209.0,0,8741209.0
214.0,2024-25,Kris Murray,24.0,POR,1040.0,Rotation,Movement Shooter,Helper,0.39,-1.85,-1.67,-0.18,Movement Shooter / Helper,8447004.0,,,,1,8447004.0,8447004.0,8447004.0,0,8447004.0
436.0,2024-25,Shaedon Sharpe,21.0,POR,2252.0,Starter,Shot Creator,Chaser,1.95,-1.07,0.08,-1.15,Shot Creator / Chaser,8399983.0,,,,1,8399983.0,8399983.0,8399983.0,0,8399983.0
476.0,2024-25,Kelly Oubre Jr.,29.0,PHI,2078.0,Starter,Stationary Shooter,Helper,1.0,-1.68,-1.03,-0.64,Stationary Shooter / Helper,8382150.0,,,,1,8382150.0,8382150.0,8382150.0,0,8382150.0
432.0,2024-25,Aaron Wiggins,26.0,OKC,1744.0,Key Rotation,Shot Creator,Chaser,3.51,0.75,1.04,-0.3,Shot Creator / Chaser,27672900.0,8345797.0,8345797.0,,3,44364494.0,14788164.666666666,8345797.0,2,8345797.0
223.0,2024-25,Simone Fontecchio,29.0,DET,1237.0,Rotation,Movement Shooter,Low Activity,0.85,-1.35,-1.23,-0.12,Movement Shooter / Low Activity,8307692.0,,,,1,8307692.0,8307692.0,8307692.0,0,8307692.0
303.0,2024-25,Payton Pritchard,27.0,BOS,2271.0,Key Rotation,Primary Ball Handler,Point of Attack,6.83,2.33,2.4,-0.07,Primary Ball Handler / Point of Attack,23303571.0,8303571.0,,,2,31607142.0,15803571.0,8303571.0,1,8303571.0
363.0,2024-25,Miles McBride,24.0,NYK,1593.0,Key Rotation,Secondary Ball Handler,Point of Attack,2.53,0.08,0.15,-0.07,Secondary Ball Handler / Point of Attack,8289856.0,,,,1,8289856.0,8289856.0,8289856.0,0,8289856.0
172.0,2024-25,Georges Niang,31.0,CLE/ATL,1697.0,Key Rotation,Movement Shooter,Helper,1.31,-1.22,-0.58,-0.64,Movement Shooter / Helper,8200000.0,,,,1,8200000.0,8200000.0,8200000.0,0,8200000.0
330.0,2024-25,Vasilije Micić,31.0,CHO/PHO,785.0,Key Rotation,Primary Ball Handler,Chaser,-0.3,-3.08,-1.91,-1.17,Primary Ball Handler / Chaser,8109150.0,,,,1,8109150.0,8109150.0,8109150.0,0,8109150.0
315.0,2024-25,Marcus Sasser,24.0,DET,811.0,Rotation,Primary Ball Handler,Point of Attack,1.07,-0.36,0.12,-0.47,Primary Ball Handler / Point of Attack,8085703.0,,,,1,8085703.0,8085703.0,8085703.0,0,8085703.0
273.0,2024-25,Zach Edey,22.0,MEM,1416.0,Key Rotation,Post Scorer,Mobile Big,2.71,0.59,-0.44,1.03,Post Scorer / Mobile Big,12377760.0,8067937.0,,,2,20445697.0,10222848.5,8067937.0,1,8067937.0
473.0,2024-25,Tre Jones,25.0,SAS/CHI,905.0,Rotation,Slasher,Point of Attack,1.51,0.21,-0.13,0.34,Slasher / Point of Attack,16000000.0,8000000.0,,,2,24000000.0,12000000.0,8000000.0,1,8000000.0
9.0,2024-25,Jock Landale,29.0,HOU,500.0,Rotation,Athletic Finisher,Mobile Big,0.41,-1.12,-1.13,0.01,Athletic Finisher / Mobile Big,8000000.0,,,,1,8000000.0,8000000.0,8000000.0,0,8000000.0
331.0,2024-25,Kevon Looney,28.0,GSW,1142.0,Rotation,Roll + Cut Big,Anchor Big,2.5,1.03,-0.65,1.68,Roll + Cut Big / Anchor Big,8000000.0,,,,1,8000000.0,8000000.0,8000000.0,0,8000000.0
423.0,2024-25,Tre Mann,23.0,CHO,319.0,Key Rotation,Shot Creator,Chaser,0.23,-1.3,-0.35,-0.95,Shot Creator / Chaser,16000000.0,8000000.0,,,2,24000000.0,12000000.0,8000000.0,1,8000000.0
514.0,2024-25,Ben Sheppard,23.0,IND,1228.0,Rotation,Stationary Shooter,Chaser,0.69,-1.54,-1.47,-0.07,Stationary Shooter / Chaser,7822389.0,,,,1,7822389.0,7822389.0,7822389.0,0,7822389.0
550.0,2024-25,Jaylin Williams,22.0,OKC,784.0,Rotation,Stretch Big,Anchor Big,2.0,1.61,0.27,1.33,Stretch Big / Anchor Big,16225352.0,7774648.0,,,2,24000000.0,12000000.0,7774648.0,1,7774648.0
312.0,2024-25,Dyson Daniels,21.0,ATL,2571.0,Starter,Primary Ball Handler,Point of Attack,5.62,1.02,-0.46,1.48,Primary Ball Handler / Point of Attack,7707709.0,,,,1,7707709.0,7707709.0,7707709.0,0,7707709.0
521.0,2024-25,Cody Williams,20.0,UTA,1060.0,Key Rotation,Stationary Shooter,Chaser,-0.8,-3.68,-3.15,-0.53,Stationary Shooter / Chaser,11758080.0,7669890.0,,,2,19427970.0,9713985.0,7669890.0,1,7669890.0
236.0,2024-25,Matas Buzelis,20.0,CHI,1511.0,Rotation,Movement Shooter,Helper,1.7,-0.65,-1.16,0.51,Movement Shooter / Helper,11170920.0,7584283.0,,,2,18755203.0,9377601.5,7584283.0,1,7584283.0
229.0,2024-25,Brice Sensabaugh,21.0,UTA,1432.0,Key Rotation,Movement Shooter,Low Activity,0.38,-2.03,-0.51,-1.52,Movement Shooter / Low Activity,7555997.0,,,,1,7555997.0,7555997.0,7555997.0,0,7555997.0
