GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-1630598-1631096-,A. Wiggins - C. Holmgren,1610612760,OKC,28,22,6,0.786,10.6,10.3,20.5,0.499,3.1,7.6,0.407,4.8,6.1,0.778,2.3,8.0,10.3,6.1,2.3,2.6,1.5,1.3,3.6,4.8,28.4,4.7,1343,704,2374,666,1532,1143,1390,971,1400,1825,808,959,951,2509,1939,1232,1371,1352,2569,672,843,4040,3251,1104,1123,216,891505
Lineups,-202687-1642264-,B. Biyombo - S. Castle,1610612759,SAS,25,10,15,0.4,10.6,9.1,19.2,0.474,3.4,8.6,0.4,2.0,2.9,0.708,1.5,7.1,8.6,6.0,2.9,1.6,1.0,0.5,3.3,2.6,23.7,-3.1,1558,1717,4016,3181,1543,1459,1593,1866,1139,1441,899,3321,3209,4031,3289,1572,1972,1433,3341,1987,1604,1734,2939,2969,1643,4617,792555
Lineups,-1630527-1631255-,B. Boston - K. Matković,1610612740,NOP,5,0,5,0.0,10.6,10.0,21.0,0.476,3.6,8.8,0.409,2.2,3.6,0.611,2.0,5.6,7.6,5.2,2.6,3.4,1.4,1.2,5.0,3.6,25.8,-0.4,3778,4771,2092,4771,1526,1211,1300,1765,1023,1372,767,3172,2531,4645,2299,2387,2398,1804,3022,315,921,3930,4280,1970,1372,2696,159595
Lineups,-1627741-1641764-,B. Hield - B. Podziemski,1610612744,GSW,62,37,25,0.597,10.6,8.3,20.5,0.405,3.3,10.1,0.327,3.6,4.8,0.76,2.9,7.0,10.0,5.6,2.7,1.8,1.0,1.0,4.2,3.7,23.6,0.8,212,211,4814,1703,1540,1741,1391,4400,1223,997,3501,1687,1623,3027,1203,1587,1470,1598,3099,1674,1639,3594,3811,1842,1659,1575,1969175
Lineups,-1629643-1631247-,C. Okeke - L. Travers,1610612739,CLE,2,1,1,0.5,10.6,8.5,20.5,0.415,5.0,12.5,0.4,3.0,6.0,0.5,5.0,7.5,12.5,5.0,3.0,0.5,1.0,0.5,2.0,4.0,25.0,2.5,4546,4024,393,2195,1534,1680,1397,4220,426,579,899,2194,983,4795,216,1400,852,1900,3422,4379,1639,1483,1386,1592,1460,687,63650
Lineups,-203957-1630283-,D. Exum - K. Kelley,1610612742,DAL,2,0,2,0.0,10.6,7.5,20.5,0.366,0.5,6.5,0.077,2.5,3.5,0.714,2.5,6.5,9.0,4.0,2.5,1.0,1.5,2.5,2.0,3.5,18.0,-12.0,4546,4771,986,4771,1525,2078,1397,4828,4828,2368,5046,2808,2612,3945,1592,1869,1784,2602,2849,3193,760,5184,1386,2059,2535,5313,63850
Lineups,-203939-1631108-,D. Powell - M. Christie,1610612742,DAL,20,6,14,0.3,10.6,8.9,18.6,0.48,1.9,6.6,0.29,4.5,5.5,0.818,1.8,6.2,8.0,5.3,3.1,1.6,0.9,1.2,2.9,4.2,24.2,-2.5,1941,2416,3884,3849,1546,1546,1699,1619,2986,2354,4195,1067,1207,1319,2725,2053,2245,1741,3650,1987,2366,3836,2515,1469,1578,4283,633145
Lineups,-1626156-1641730-,D. Russell - N. Clowney,1610612751,BKN,13,2,11,0.154,10.6,7.5,18.2,0.409,2.6,8.8,0.296,5.6,6.9,0.811,2.4,6.6,9.0,4.9,3.8,2.1,1.5,0.9,3.7,4.9,23.2,-0.8,2613,3541,3419,4558,1527,2104,1754,4325,1934,1357,4115,629,689,1493,1744,1835,1784,1996,4194,1145,730,3031,3360,1042,1710,3054,414810
Lineups,-203471-1627732-,D. Schröder - B. Simmons,1610612751,BKN,17,7,10,0.412,10.6,9.6,18.5,0.521,3.6,8.8,0.413,3.1,3.4,0.914,1.5,6.5,8.0,7.1,3.4,2.0,1.0,0.7,5.4,4.2,26.1,1.1,2214,2213,3223,3130,1542,1305,1702,503,992,1364,700,2113,2700,408,3141,1888,2176,965,3904,1209,1639,2295,4459,1498,1342,1347,539175
Lineups,-203471-1630570-,D. Schröder - T. Watford,1610612751,BKN,8,4,4,0.5,10.6,8.3,17.5,0.471,2.9,7.4,0.39,5.9,7.5,0.783,1.9,6.8,8.6,5.1,3.8,1.5,0.8,1.3,5.3,6.3,25.3,-0.1,3287,2894,1779,2195,1529,1763,1898,1979,1649,1938,1218,567,557,2356,2630,1756,1942,1853,4170,2143,2674,4040,4422,565,1436,2455,255215
Lineups,-1630198-1631119-,I. Joe - J. Williams,1610612760,OKC,41,35,6,0.854,10.6,10.0,20.2,0.496,4.3,9.7,0.444,4.4,5.2,0.84,2.3,8.4,10.6,6.4,2.5,2.0,0.8,0.7,4.4,4.3,28.8,6.2,767,265,2374,478,1528,1204,1427,1026,670,1110,452,1164,1362,904,1919,1138,1281,1203,2948,1389,2513,2303,3938,1425,1095,82,1308000
Lineups,-1630171-1630596-,I. Okoro - E. Mobley,1610612739,CLE,48,39,9,0.813,10.6,9.9,19.8,0.498,3.7,9.1,0.411,3.5,4.5,0.78,2.7,7.6,10.3,6.0,3.0,1.8,1.2,1.0,3.9,4.1,27.0,2.9,545,163,3011,566,1538,1252,1494,995,941,1267,748,1812,1842,2455,1413,1363,1359,1374,3415,1678,1212,3578,3522,1556,1262,577,1525350
Lineups,-202685-1631165-,J. Valančiūnas - K. Ellis,1610612758,SAC,29,15,14,0.517,10.6,9.7,19.9,0.484,2.7,7.5,0.364,3.3,4.1,0.807,2.9,6.8,9.7,5.6,2.8,1.4,0.8,1.0,4.3,3.5,25.3,-0.9,1269,1153,3884,2156,1535,1302,1477,1407,1816,1895,2122,1947,2069,1618,1194,1734,1549,1583,3257,2392,2439,3559,3845,2104,1428,3175,922665
Lineups,-1629020-1630559-,J. Vanderbilt - A. Reaves,1610612747,LAL,34,23,11,0.676,10.6,9.0,18.7,0.483,2.9,8.2,0.351,5.1,6.1,0.835,2.4,6.9,9.2,5.5,3.4,1.9,0.6,0.9,4.5,4.5,26.0,-0.2,1012,646,3419,1041,1545,1490,1681,1444,1640,1591,2627,816,968,972,1787,1700,1720,1628,3904,1557,3145,2994,3995,1255,1344,2526,1076950
Lineups,-1642266-1642347-,J. Walter - J. Shead,1610612761,TOR,45,16,29,0.356,10.6,9.0,20.2,0.446,2.9,7.9,0.364,3.5,4.6,0.75,2.8,6.5,9.3,6.3,2.8,2.0,1.0,1.4,4.9,4.1,24.4,-0.9,635,1063,5033,3477,1524,1493,1430,3138,1659,1740,2108,1819,1726,3219,1333,1887,1700,1263,3279,1181,2015,4244,4232,1554,1552,3122,1436625
Lineups,-1628989-1630245-,K. Huerter - A. Dosunmu,1610612741,CHI,5,1,4,0.2,10.6,8.4,22.2,0.378,3.2,11.4,0.281,2.8,3.2,0.875,2.8,8.2,11.0,6.0,3.0,1.6,1.2,1.2,3.8,3.2,22.8,1.6,3778,4024,1779,4309,1531,1719,1150,4727,1305,737,4310,2491,2871,524,1307,1174,1162,1377,3422,1987,1246,3930,3439,2349,1750,1097,159200
Lineups,-200768-1629656-,K. Lowry - Q. Grimes,1610612755,PHI,4,0,4,0.0,10.6,9.8,19.8,0.494,1.8,6.5,0.269,4.0,5.5,0.727,2.8,7.5,10.3,5.8,2.8,1.3,1.8,0.5,4.0,5.5,25.3,-2.0,4013,4771,1779,4771,1539,1279,1505,1105,3147,2368,4434,1350,1207,3782,1356,1400,1375,1512,3197,2727,532,1483,3575,776,1436,3976,127070
Lineups,-1629645-1630579-,K. Porter Jr. - J. Sims,1610612749,MIL,14,9,5,0.643,10.6,9.1,17.5,0.518,2.4,6.3,0.386,3.9,4.7,0.818,1.4,7.9,9.4,4.6,3.9,1.8,0.6,0.9,3.5,4.3,24.4,0.9,2520,1851,2092,1318,1536,1472,1898,527,2160,2489,1322,1516,1663,1319,3362,1271,1666,2171,4291,1655,3156,2815,3144,1410,1545,1508,445280
Lineups,-1628374-1629004-,L. Markkanen - S. Mykhailiuk,1610612762,UTA,11,1,10,0.091,10.6,9.3,20.1,0.462,4.2,10.3,0.407,3.0,4.0,0.75,3.1,7.2,10.3,5.9,3.7,1.8,0.8,1.6,4.0,3.8,25.7,0.2,2868,4024,3223,4721,1530,1397,1447,2471,717,965,798,2194,2127,3219,1021,1529,1373,1448,4155,1608,2464,4635,3575,1790,1380,2093,350805
Lineups,-1628963-1642259-,M. Bagley III - A. Sarr,1610612764,WAS,2,1,1,0.5,10.6,7.5,20.0,0.375,2.5,9.5,0.263,1.0,1.0,1.0,3.0,6.0,9.0,4.5,4.5,2.0,1.0,0.5,1.5,2.5,18.5,-7.5,4546,4024,393,2195,1547,2078,1451,4751,2044,1156,4475,4432,4694,1,1071,2111,1784,2258,4634,1209,1639,1483,940,3091,2442,5244,63300
Lineups,-1641741-1642348-,R. Council IV - J. Edwards,1610612755,PHI,36,8,28,0.222,10.6,9.0,19.5,0.461,2.8,8.1,0.348,3.6,4.7,0.78,2.2,6.3,8.5,5.4,2.8,1.8,1.0,0.9,4.3,3.9,24.4,-2.3,950,2019,4989,4239,1544,1528,1551,2521,1695,1621,2743,1677,1685,2470,2069,1962,2010,1681,3238,1659,1639,3009,3847,1720,1547,4170,1140700
Lineups,-1630567-1642419-,S. Barnes - J. Battle,1610612761,TOR,40,14,26,0.35,10.6,9.4,21.1,0.446,2.8,8.5,0.334,3.1,4.2,0.744,3.0,7.3,10.3,6.4,3.2,1.8,1.0,1.1,4.5,3.9,24.8,-0.3,801,1247,4887,3504,1537,1368,1291,3149,1709,1492,3150,2105,1996,3499,1159,1496,1375,1206,3734,1704,2075,3646,3995,1754,1497,2631,1271345
Lineups,-1629004-1629234-,S. Mykhailiuk - D. Eubanks,1610612762,UTA,12,3,9,0.25,10.6,9.0,18.8,0.478,3.3,8.5,0.392,3.6,4.9,0.729,2.3,6.8,9.2,5.8,3.8,1.5,1.5,1.5,4.2,4.3,24.9,-0.9,2715,3195,3011,4050,1541,1495,1659,1702,1206,1462,1166,1722,1533,3770,1805,1705,1739,1480,4236,2143,760,4433,3760,1429,1479,3158,380850
Lineups,-203083-1642348-,A. Drummond - J. Edwards,1610612755,PHI,12,3,9,0.25,10.5,8.7,19.7,0.441,2.3,7.2,0.314,2.7,3.3,0.821,2.5,6.0,8.5,5.3,2.5,1.8,1.1,1.2,4.0,2.6,22.3,-6.0,2715,3195,3011,4050,1556,1630,1513,3395,2391,2028,3804,2623,2822,1270,1592,2111,1996,1712,2849,1704,1506,3856,3575,3026,1819,5137,378765
Lineups,-1630639-1642347-,A. Lawson - J. Shead,1610612761,TOR,21,12,9,0.571,10.5,8.7,19.4,0.446,3.1,8.2,0.378,4.2,5.5,0.774,2.5,7.0,9.4,6.0,2.6,1.6,0.8,1.3,5.1,3.7,24.7,-1.0,1859,1467,3011,1843,1571,1630,1554,3146,1406,1599,1581,1235,1241,2652,1649,1656,1641,1436,2989,1970,2502,4116,4354,1896,1506,3184,659265
Lineups,-203078-1642346-,B. Beal - R. Dunn,1610612756,PHX,43,16,27,0.372,10.5,8.8,19.0,0.465,3.0,8.5,0.348,3.0,3.9,0.765,2.2,7.4,9.6,6.0,2.7,1.7,1.4,0.7,3.9,3.5,23.6,-1.7,701,1063,4941,3402,1552,1562,1623,2344,1591,1480,2747,2347,2325,2883,1980,1455,1579,1364,3195,1743,960,2345,3529,2118,1658,3828,1359710
Lineups,-1641706-1642354-,B. Miller - K. Simpson,1610612766,CHA,9,1,8,0.111,10.5,7.3,20.0,0.367,2.2,8.2,0.27,3.7,4.8,0.767,3.4,6.0,9.4,4.2,3.8,1.7,0.9,1.6,4.6,4.2,20.6,-8.6,3148,4024,2828,4681,1557,2166,1451,4826,2446,1581,4424,1646,1615,2819,782,2111,1634,2469,4202,1860,2222,4545,4047,1449,2089,5277,284005
Lineups,-203991-1630249-,C. Capela - V. Krejčí,1610612737,ATL,23,11,12,0.478,10.5,9.7,20.2,0.481,2.7,8.1,0.326,2.9,3.9,0.733,2.9,7.2,10.1,6.3,3.7,2.3,1.2,0.7,3.3,3.5,24.9,-0.1,1699,1599,3591,2675,1561,1292,1441,1574,1891,1626,3521,2417,2293,3692,1250,1515,1418,1271,4163,953,1230,2272,3013,2107,1480,2422,725170
Lineups,-1630595-1631111-,C. Cunningham - W. Moore Jr.,1610612765,DET,7,4,3,0.571,10.5,8.9,20.9,0.425,3.1,8.3,0.379,3.0,3.9,0.778,3.0,7.9,10.9,4.9,2.0,2.0,1.0,1.1,2.9,3.0,23.9,0.7,3417,2894,1421,1843,1550,1553,1335,3988,1363,1550,1531,2194,2326,2509,1071,1287,1220,2041,1989,1209,1639,3813,2472,2514,1624,1649,221485
Lineups,-1629661-1630570-,C. Johnson - T. Watford,1610612751,BKN,25,9,16,0.36,10.5,7.5,18.7,0.4,2.2,7.5,0.289,4.2,5.5,0.759,3.1,6.8,9.9,4.5,3.3,1.8,1.1,1.8,4.4,5.0,21.3,-0.4,1558,1851,4143,3452,1565,2098,1677,4528,2528,1896,4202,1282,1238,3051,1030,1703,1485,2252,3802,1695,1426,4836,3969,968,1983,2731,786635
Lineups,-1626166-1630540-,C. Payne - M. McBride,1610612752,NYK,53,35,18,0.66,10.5,9.6,20.5,0.47,3.3,9.0,0.365,3.0,3.8,0.794,2.6,7.2,9.8,6.1,2.7,2.0,1.0,1.0,4.3,3.7,25.5,1.9,413,265,4350,1246,1566,1307,1392,2063,1244,1283,2093,2321,2409,2044,1490,1521,1526,1338,3140,1209,2004,3571,3835,1932,1405,950,1666495
Lineups,-1630217-1631246-,D. Bane - V. Williams Jr.,1610612763,MEM,24,8,16,0.333,10.5,9.2,19.5,0.472,3.0,8.3,0.367,5.3,6.1,0.871,2.6,7.4,10.0,5.8,3.5,2.0,1.1,0.8,4.5,4.9,26.8,0.7,1622,2019,4143,3545,1562,1431,1543,1950,1439,1549,2034,713,940,601,1516,1463,1473,1480,3967,1182,1506,2591,3975,1063,1283,1672,756505
Lineups,-201942-1631222-,D. DeRozan - J. LaRavia,1610612758,SAC,18,8,10,0.444,10.5,7.9,19.2,0.412,2.6,7.3,0.351,4.4,5.8,0.76,3.2,5.8,9.1,4.8,2.7,1.5,0.8,1.1,4.3,5.0,22.7,-3.0,2108,2019,3223,2881,1558,1916,1599,4289,2001,1979,2630,1146,1097,3043,928,2256,1771,2060,3100,2143,2610,3749,3847,968,1763,4500,567965
Lineups,-1629001-1630228-,D. Melton - J. Kuminga,1610612744,GSW,5,3,2,0.6,10.5,9.6,19.0,0.505,3.6,9.6,0.375,3.8,5.4,0.704,2.4,8.0,10.4,6.4,4.0,3.2,1.6,0.4,5.4,4.4,26.6,4.6,3778,3195,986,1599,1575,1318,1624,705,1023,1138,1661,1557,1264,4077,1724,1238,1336,1206,4313,380,671,1242,4474,1341,1293,221,156750
Lineups,-203471-1627741-,D. Schröder - B. Hield,1610612744,GSW,23,11,12,0.478,10.5,7.8,19.6,0.398,3.2,9.4,0.343,2.9,3.9,0.733,2.8,6.1,8.9,5.3,3.5,1.6,0.9,1.4,4.0,3.6,21.7,-3.7,1699,1599,3591,2675,1573,1959,1537,4540,1293,1186,2927,2417,2293,3692,1326,2062,1846,1739,4014,2060,2291,4355,3575,2019,1925,4790,721265
Lineups,-1631209-1641706-,I. Wong - B. Miller,1610612766,CHA,4,1,3,0.25,10.5,8.3,17.8,0.465,2.8,8.3,0.333,5.3,6.5,0.808,2.5,7.0,9.5,4.5,5.3,2.0,0.3,2.0,4.5,5.0,24.5,0.3,4013,4024,1421,4050,1549,1763,1847,2333,1778,1567,3159,747,798,1576,1592,1600,1604,2258,4892,1209,4386,4916,3995,968,1528,2014,126585
Lineups,-1630548-1642271-,J. Juzang - K. Filipowski,1610612762,UTA,53,11,42,0.208,10.5,9.0,19.7,0.457,3.3,9.4,0.352,3.0,4.0,0.754,2.2,6.6,8.8,6.1,3.5,1.9,0.6,1.3,4.4,3.8,24.3,-3.2,413,1599,5289,4299,1551,1495,1512,2663,1219,1175,2612,2194,2256,3180,2068,1836,1894,1338,4019,1500,3168,4170,3939,1814,1561,4651,1676665
Lineups,-1627751-1631197-,J. Poeltl - J. Rhoden,1610612761,TOR,4,2,2,0.5,10.5,9.5,21.5,0.442,2.0,7.0,0.286,6.5,7.8,0.839,3.3,8.8,12.0,5.8,3.0,3.5,1.5,2.0,3.5,6.5,27.5,7.3,4013,3541,986,2195,1559,1336,1231,3343,2703,2094,4221,398,517,928,907,1025,942,1512,3422,284,760,4916,3144,513,1198,54,126135
Lineups,-1630550-1642267-,J. Thor - B. Carrington,1610612764,WAS,10,2,8,0.2,10.5,8.0,19.3,0.415,2.4,8.4,0.286,2.8,3.8,0.737,2.1,7.4,9.5,4.5,2.8,1.1,1.0,1.3,3.4,4.0,21.2,-3.3,3009,3541,2828,4309,1574,1841,1580,4230,2197,1506,4221,2491,2367,3630,2186,1444,1604,2258,3258,3076,1639,4139,3051,1592,1996,4672,313555
Lineups,-202685-1642267-,J. Valančiūnas - B. Carrington,1610612764,WAS,49,8,41,0.163,10.5,8.7,19.3,0.449,2.6,7.3,0.358,3.3,4.1,0.819,2.6,7.0,9.6,5.7,4.0,1.3,0.8,1.2,4.5,4.0,23.3,-4.9,513,2019,5284,4546,1553,1642,1585,3040,1915,1949,2354,1938,2107,1308,1554,1590,1587,1545,4306,2601,2404,3852,3981,1580,1704,4998,1548905
Lineups,-1630231-1631117-,K. Martin - W. Kessler,1610612762,UTA,12,2,10,0.167,10.5,8.7,19.5,0.444,2.5,8.7,0.288,3.6,5.8,0.614,3.3,7.8,11.1,5.8,3.7,1.4,1.0,1.4,3.5,4.1,23.4,-3.2,2715,3541,3223,4478,1568,1630,1543,3204,2044,1418,4204,1722,1071,4643,843,1324,1147,1512,4107,2379,1639,4331,3144,1556,1679,4632,377055
Lineups,-1628379-1631222-,L. Kennard - J. LaRavia,1610612763,MEM,32,22,10,0.688,10.5,10.1,20.6,0.492,4.1,9.0,0.451,4.1,5.1,0.809,2.8,7.7,10.5,6.9,3.8,2.0,1.3,1.6,4.1,4.4,28.4,3.5,1101,704,3223,1006,1563,1184,1382,1157,763,1283,409,1318,1420,1556,1328,1334,1309,1028,4220,1396,1000,4585,3693,1340,1119,377,1008145
Lineups,-1628379-1642377-,L. Kennard - J. Wells,1610612763,MEM,58,36,22,0.621,10.5,10.3,20.5,0.502,3.2,8.3,0.385,3.4,4.3,0.788,2.8,7.4,10.3,6.4,3.3,1.5,1.1,1.1,4.1,4.0,27.2,0.4,302,239,4623,1484,1569,1134,1394,775,1325,1560,1340,1878,1925,2205,1276,1441,1374,1200,3798,2250,1458,3768,3698,1592,1234,1857,1821260
Lineups,-1628379-1641744-,L. Kennard - Z. Edey,1610612763,MEM,52,27,25,0.519,10.5,10.3,20.1,0.512,3.1,7.3,0.428,3.1,3.8,0.807,3.1,7.2,10.3,6.3,3.8,1.5,1.1,1.3,4.1,3.9,26.8,0.7,437,503,4814,2151,1572,1136,1446,602,1379,1964,576,2167,2382,1602,1010,1509,1342,1229,4246,2143,1525,4040,3739,1743,1285,1656,1632345
Lineups,-1628963-1642530-,M. Bagley III - Y. Kawamura,1610612763,MEM,2,1,1,0.5,10.5,11.5,23.5,0.489,4.5,10.5,0.429,1.5,2.5,0.6,4.0,7.5,11.5,7.0,3.0,4.5,0.0,0.0,2.5,3.0,29.0,9.5,4546,4024,393,2195,1560,888,1017,1226,603,912,532,3984,3525,4661,484,1400,1052,975,3422,84,4650,1,2039,2514,1067,21,63060
Lineups,-1628964-1629645-,M. Bamba - K. Porter Jr.,1610612746,LAC,22,14,8,0.636,10.5,8.1,18.0,0.448,2.5,7.4,0.34,3.6,4.5,0.798,2.0,7.7,9.7,4.5,3.8,2.1,1.2,0.9,4.7,3.5,22.3,-2.2,1776,1247,2828,1354,1564,1816,1781,3049,2044,1944,3024,1719,1794,1931,2299,1346,1563,2229,4227,1129,1300,2858,4156,2037,1817,4165,692690
Lineups,-202693-1630559-,M. Morris - A. Reaves,1610612747,LAL,3,1,2,0.333,10.5,10.7,20.7,0.516,4.0,8.7,0.462,4.3,5.3,0.813,2.0,8.0,10.0,7.3,1.7,1.0,0.3,0.7,7.3,4.0,29.7,2.0,4258,4024,986,3545,1554,1052,1363,546,780,1418,362,1179,1282,1455,2299,1238,1436,887,1582,3193,4132,2095,5009,1592,1017,857,94750
Lineups,-203935-1630583-,M. Smart - S. Aldama,1610612763,MEM,19,12,7,0.632,10.5,9.9,21.2,0.47,3.1,8.7,0.349,4.3,5.4,0.804,3.1,7.9,10.9,6.6,3.3,2.2,0.9,0.8,4.5,4.3,27.3,2.2,2022,1467,2611,1392,1567,1237,1277,2044,1434,1399,2708,1197,1270,1698,1054,1280,1197,1133,3837,999,2083,2584,4039,1426,1228,810,597400
Lineups,-201939-1630611-,S. Curry - G. Santos,1610612744,GSW,37,26,11,0.703,10.5,9.6,20.8,0.464,3.6,10.0,0.362,4.2,5.2,0.822,3.6,7.4,11.0,6.8,2.9,1.9,0.8,1.2,5.0,3.8,27.2,2.8,911,536,3419,952,1548,1304,1348,2363,1010,1015,2206,1233,1375,1248,706,1436,1162,1090,3375,1489,2401,3919,4333,1797,1240,597,1170985
Lineups,-1630703-1642270-,S. Henderson - D. Clingan,1610612757,POR,54,22,32,0.407,10.5,8.7,19.8,0.439,2.6,7.9,0.334,4.2,5.6,0.74,3.4,7.3,10.7,5.0,3.8,1.7,1.3,1.3,4.5,4.4,24.1,-1.2,395,704,5128,3163,1570,1630,1504,3470,1894,1720,3155,1275,1159,3572,795,1500,1264,1895,4224,1811,1128,4166,4036,1317,1587,3448,1695515
Lineups,-1629003-1631213-,S. Milton - T. Martin,1610612751,BKN,15,5,10,0.333,10.5,7.7,18.5,0.415,2.7,8.5,0.323,3.2,4.1,0.787,2.1,6.3,8.4,4.9,3.7,2.2,0.8,1.1,4.3,4.1,21.3,-3.5,2432,2651,3223,3545,1555,2006,1718,4208,1804,1485,3609,2034,2100,2243,2138,1981,2031,2034,4159,1000,2518,3803,3836,1528,1985,4714,473605
Lineups,-1630527-1641722-,B. Boston - J. Hawkins,1610612740,NOP,23,6,17,0.261,10.4,8.3,20.0,0.417,2.7,8.3,0.326,3.6,4.9,0.735,2.9,6.3,9.2,5.3,2.6,2.0,1.0,1.0,3.9,4.7,23.0,-2.7,1699,2416,4262,4036,1595,1736,1451,4155,1842,1564,3517,1703,1536,3684,1213,1987,1736,1769,2986,1209,2056,3120,3533,1196,1722,4393,717390
Lineups,-1631097-1641767-,B. Mathurin - B. Sheppard,1610612754,IND,52,32,20,0.615,10.4,9.5,19.6,0.485,2.7,7.5,0.362,3.7,4.7,0.798,2.1,7.2,9.3,6.0,2.8,1.8,1.2,1.0,4.6,3.8,25.4,0.3,437,350,4497,1506,1580,1336,1530,1399,1832,1872,2232,1610,1683,1916,2254,1509,1689,1369,3197,1653,1198,3129,4105,1773,1419,1973,1628455
Lineups,-1628449-1630567-,C. Boucher - S. Barnes,1610612761,TOR,36,16,20,0.444,10.4,9.2,20.4,0.452,2.8,8.3,0.338,3.8,4.8,0.789,3.4,7.0,10.4,6.1,2.6,2.0,1.1,1.2,4.6,4.1,25.0,1.9,950,1063,4497,2881,1581,1424,1407,2920,1729,1542,3076,1587,1630,2160,818,1652,1341,1346,3078,1394,1569,3856,4047,1556,1460,960,1127285
Lineups,-203991-1629631-,C. Capela - D. Hunter,1610612737,ATL,30,16,14,0.533,10.4,9.0,19.7,0.456,2.8,7.9,0.353,4.0,5.5,0.733,2.5,6.7,9.2,6.4,3.2,2.5,1.4,1.1,3.5,4.7,24.8,-0.6,1216,1063,3884,2072,1590,1530,1513,2735,1731,1719,2554,1342,1207,3692,1592,1791,1722,1199,3762,739,965,3803,3223,1164,1495,2888,936760
Lineups,-1628997-1630702-,C. Martin - J. Hardy,1610612742,DAL,7,4,3,0.571,10.4,8.4,18.9,0.447,3.0,7.6,0.396,3.9,5.6,0.692,2.3,6.9,9.1,4.4,3.3,1.9,0.6,1.0,3.3,4.9,23.7,-1.4,3417,2894,1421,1843,1602,1713,1658,3107,1458,1856,1069,1516,1185,4185,1890,1693,1744,2333,3808,1544,3377,3171,2942,1083,1644,3590,217350
Lineups,-1630166-1630625-,D. Avdija - D. Banton,1610612757,POR,44,17,27,0.386,10.4,9.3,19.6,0.473,2.9,8.0,0.36,3.8,5.1,0.733,3.0,6.9,9.9,5.7,3.3,1.5,1.5,1.4,3.7,4.1,25.2,-0.1,668,977,4941,3306,1576,1397,1529,1928,1638,1659,2298,1587,1401,3692,1071,1664,1482,1543,3839,2258,830,4293,3368,1523,1443,2450,1379365
Lineups,-1630625-1631101-,D. Banton - S. Sharpe,1610612757,POR,55,23,32,0.418,10.4,9.1,19.2,0.475,2.7,8.1,0.337,3.6,4.7,0.758,2.5,6.8,9.3,5.3,3.0,1.4,1.5,1.1,4.1,4.1,24.5,0.1,375,646,5128,3068,1593,1464,1602,1814,1811,1638,3092,1724,1653,3081,1654,1739,1703,1755,3418,2378,836,3645,3733,1566,1524,2173,1716060
Lineups,-1626164-1629006-,D. Booker - J. Okogie,1610612756,PHX,16,5,11,0.313,10.4,8.6,18.8,0.458,2.9,7.8,0.371,3.7,4.5,0.819,2.7,6.8,9.5,5.8,3.2,1.4,1.3,1.4,4.3,4.1,23.8,-0.7,2322,2651,3419,3795,1592,1651,1664,2612,1649,1787,1871,1637,1794,1298,1413,1717,1604,1512,3730,2329,1151,4362,3873,1574,1632,2970,499285
Lineups,-1629610-1641733-,D. Jeffries - N. Smith Jr.,1610612766,CHA,38,9,29,0.237,10.4,8.1,18.7,0.432,3.0,7.8,0.383,2.8,3.7,0.777,2.3,6.7,9.0,5.6,3.3,1.2,1.1,1.0,4.0,3.2,21.9,-3.8,877,1851,5033,4207,1578,1831,1688,3766,1458,1748,1430,2449,2497,2581,1863,1785,1782,1589,3791,2833,1574,3547,3575,2401,1884,4806,1190180
Lineups,-201569-1642348-,E. Gordon - J. Edwards,1610612755,PHI,15,4,11,0.267,10.4,10.4,20.0,0.52,3.9,9.3,0.421,3.1,4.2,0.746,2.1,5.1,7.2,6.6,2.9,2.0,0.9,0.7,4.2,3.5,27.9,0.2,2432,2894,3419,4005,1600,1110,1451,505,837,1198,618,2100,1996,3460,2234,2685,2578,1141,3328,1209,2299,2376,3776,2046,1168,2068,466460
Lineups,-1627824-1630231-,G. Yabusele - K. Martin,1610612755,PHI,21,8,13,0.381,10.4,8.2,17.6,0.466,2.8,7.5,0.373,4.4,5.7,0.775,1.8,5.9,7.7,5.5,2.7,1.9,1.0,1.5,4.6,4.5,23.6,-0.6,1859,2019,3741,3333,1582,1780,1884,2261,1725,1871,1778,1120,1117,2617,2715,2244,2360,1632,3163,1544,2068,4510,4089,1257,1652,2867,657235
Lineups,-1629312-1631170-,H. Highsmith - J. Jaquez Jr.,1610612748,MIA,46,24,22,0.522,10.4,8.3,19.0,0.436,2.9,8.8,0.329,3.3,4.0,0.821,2.3,7.0,9.3,5.4,3.0,1.9,0.8,1.3,2.7,3.6,22.7,-1.4,601,603,4623,2126,1584,1761,1646,3611,1632,1381,3444,1969,2127,1268,1927,1600,1701,1704,3594,1528,2515,4115,2319,1952,1766,3550,1438260
