,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON
226,2024-25,Jarace Walker,21,IND,1187,Rotation,Movement Shooter,Helper,1.41,-0.56,-1.39,0.83
227,2024-25,Maxwell Lewis,22,LAL/BRK,328,Rotation,Movement Shooter,Helper,0.29,-1.05,-1.04,-0.01
228,2024-25,Dariq Whitehead,20,BRK,246,Rotation,Movement Shooter,Chaser,0.19,-1.18,-0.67,-0.52
229,2024-25,Brice Sensabaugh,21,UTA,1432,Key Rotation,Movement Shooter,Low Activity,0.38,-2.03,-0.51,-1.52
230,2024-25,Noah Clowney,20,BRK,1042,Key Rotation,Movement Shooter,Helper,0.54,-1.61,-1.27,-0.34
231,2024-25,Colby Jones,22,SAC/WAS,515,Garbage Time,Movement Shooter,Chaser,0.62,-0.53,-1.15,0.62
232,2024-25,Ricky Council IV,23,PHI,1250,Rotation,Movement Shooter,Helper,0.80,-1.43,-0.18,-1.25
233,2024-25,Tristan da Silva,23,ORL,1629,Key Rotation,Movement Shooter,Helper,0.65,-1.81,-1.62,-0.19
234,2024-25,Jaylen Martin,21,BRK/WAS,239,Rotation,Movement Shooter,Chaser,0.19,-1.17,-1.15,-0.02
235,2024-25,Antonio Reeves,24,NOP,660,Rotation,Movement Shooter,Low Activity,-0.10,-2.70,-1.32,-1.38
236,2024-25,Matas Buzelis,20,CHI,1511,Rotation,Movement Shooter,Helper,1.70,-0.65,-1.16,0.51
237,2024-25,Zaccharie Risacher,19,ATL,1843,Key Rotation,Movement Shooter,Helper,01.07,-1.52,-0.75,-0.78
238,2024-25,Dalton Knecht,23,LAL,1494,Rotation,Movement Shooter,Helper,1.48,-0.87,0.20,-1.07
239,2024-25,Ja'Kobe Walter,20,TOR,1103,Key Rotation,Movement Shooter,Chaser,0.44,-1.80,-1.19,-0.61
240,2024-25,Kyshawn George,21,WAS,1802,Key Rotation,Movement Shooter,Helper,-0.26,-2.68,-2.56,-0.13
241,2024-25,Cam Spencer,24,MEM,252,Rotation,Movement Shooter,Low Activity,0.36,-0.18,0.51,-0.69
242,2024-25,Justin Edwards,21,PHI,1156,Key Rotation,Movement Shooter,Chaser,0.03,-2.41,-1.38,-1.04
243,2024-25,Jaylen Wells,21,MEM,2043,Starter,Movement Shooter,Wing Stopper,1.57,-1.22,-0.35,-0.88
244,2024-25,Kyle Lowry,38,PHI,659,Rotation,Movement Shooter,Helper,0.77,-0.60,-1.23,0.63
245,2024-25,Seth Curry,34,CHO,1062,Rotation,Movement Shooter,Low Activity,-0.03,-2.49,-1.65,-0.85
246,2024-25,Bogdan Bogdanović,32,ATL/LAC,1348,Starter,Movement Shooter,Chaser,1.44,-0.75,-0.31,-0.44
247,2024-25,Malik Beasley,28,DET,2283,Starter,Off Screen Shooter,Chaser,3.69,0.11,1.32,-1.20
248,2024-25,Buddy Hield,32,GSW,1864,Key Rotation,Off Screen Shooter,Chaser,2.64,-0.19,-0.11,-0.08
249,2024-25,Lauri Markkanen,27,UTA,1476,Starter,Off Screen Shooter,Wing Stopper,1.82,-0.49,1.11,-1.60
250,2024-25,Donte DiVincenzo,28,MIN,1606,Key Rotation,Off Screen Shooter,Chaser,3.34,0.85,0.84,0.00
251,2024-25,Aaron Holiday,28,HOU,792,Rotation,Off Screen Shooter,Point of Attack,0.63,-1.18,-0.70,-0.48
252,2024-25,Michael Porter Jr.,26,DEN,2593,Starter,Off Screen Shooter,Low Activity,4.36,0.22,1.20,-0.98
253,2024-25,Gary Trent Jr.,26,MIL,1893,Key Rotation,Off Screen Shooter,Point of Attack,02.09,-0.69,-0.19,-0.51
254,2024-25,Duncan Robinson,30,MIA,1786,Key Rotation,Off Screen Shooter,Low Activity,1.60,-1.02,-0.36,-0.66
255,2024-25,Garrison Mathews,28,ATL,830,Rotation,Off Screen Shooter,Low Activity,01.01,-0.52,-0.33,-0.19
256,2024-25,Josh Green,24,CHO,1887,Starter,Off Screen Shooter,Point of Attack,-1.66,-3.89,-3.45,-0.44
257,2024-25,Sam Merrill,28,CLE,1401,Key Rotation,Off Screen Shooter,Chaser,2.44,0.32,0.26,0.06
258,2024-25,Lindy Waters III,27,GSW/DET,777,Rotation,Off Screen Shooter,Chaser,0.72,-0.97,-1.15,0.18
259,2024-25,Moses Moody,22,GSW,1649,Key Rotation,Off Screen Shooter,Chaser,2.33,-0.21,-0.57,0.36
260,2024-25,Johnny Juzang,23,UTA,1270,Key Rotation,Off Screen Shooter,Chaser,0.69,-1.58,-0.60,-0.98
261,2024-25,Corey Kispert,25,WAS,1602,Key Rotation,Off Screen Shooter,Low Activity,-0.84,-3.30,-1.53,-1.77
262,2024-25,Chet Holmgren,22,OKC,877,Key Rotation,Off Screen Shooter,Mobile Big,2.38,1.86,0.22,1.65
263,2024-25,Baylor Scheierman,24,BOS,384,Garbage Time,Off Screen Shooter,Low Activity,0.47,-0.51,-0.30,-0.21
264,2024-25,Gradey Dick,21,TOR,1587,Starter,Off Screen Shooter,Chaser,0.24,-2.21,-1.25,-0.96
265,2024-25,Jordan Hawkins,22,NOP,1321,Key Rotation,Off Screen Shooter,Chaser,-0.31,-2.83,-1.08,-1.74
266,2024-25,Jett Howard,21,ORL,701,Rotation,Off Screen Shooter,Low Activity,0.15,-2.12,-1.12,-0.99
267,2024-25,Jamison Battle,23,TOR,1042,Rotation,Off Screen Shooter,Low Activity,0.21,-2.12,-1.32,-0.81
268,2024-25,Klay Thompson,34,DAL,1965,Key Rotation,Off Screen Shooter,Chaser,1.71,-1.06,0.42,-1.47
269,2024-25,Kentavious Caldwell-Pope,31,ORL,2279,Starter,Off Screen Shooter,Wing Stopper,1.69,-1.26,-2.07,0.81
270,2024-25,Tim Hardaway Jr.,32,DET,2153,Starter,Off Screen Shooter,Chaser,1.73,-1.17,-0.39,-0.78
271,2024-25,Karl-Anthony Towns,29,NYK,2517,Starter,Post Scorer,Anchor Big,8.18,2.72,2.12,0.60
272,2024-25,Ivica Zubac,27,LAC,2624,Starter,Post Scorer,Anchor Big,8.34,2.60,0.85,1.76
273,2024-25,Zach Edey,22,MEM,1416,Key Rotation,Post Scorer,Mobile Big,2.71,0.59,-0.44,01.03
274,2024-25,Jonas Valančiūnas,32,WAS/SAC,1524,Key Rotation,Post Scorer,Anchor Big,03.01,0.69,0.07,0.62
275,2024-25,Kelly Olynyk,33,TOR/NOP,891,Rotation,Post Scorer,Helper,1.24,-0.24,-0.62,0.38
276,2024-25,Giannis Antetokounmpo,30,MIL,2289,Star,Post Scorer,Helper,11.04,5.36,4.42,0.94
277,2024-25,Jusuf Nurkić,30,PHO/CHO,1063,Rotation,Post Scorer,Anchor Big,2.34,01.04,-0.54,1.58
278,2024-25,Nikola Jokić,29,DEN,2571,Star,Post Scorer,Mobile Big,13.87,6.38,5.91,0.47
279,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,2.95,-0.29,1.10,-1.39
280,2024-25,D'Angelo Russell,28,LAL/BRK,1481,Key Rotation,Primary Ball Handler,Chaser,3.00,0.76,1.16,-0.39
281,2024-25,Devin Booker,28,PHO,2795,Star,Primary Ball Handler,Chaser,5.15,0.48,2.95,-2.48
282,2024-25,Cameron Payne,30,NYK,1090,Rotation,Primary Ball Handler,Low Activity,02.02,0.49,0.74,-0.25
283,2024-25,Terry Rozier,30,MIA,1658,Key Rotation,Primary Ball Handler,Point of Attack,1.31,-1.19,-0.83,-0.36
284,2024-25,Kris Dunn,30,LAC,1783,Key Rotation,Primary Ball Handler,Point of Attack,3.66,0.80,-1.26,02.06
285,2024-25,Fred VanVleet,30,HOU,2113,Star,Primary Ball Handler,Point of Attack,4.85,1.19,0.49,0.70
286,2024-25,Malik Monk,26,SAC,2054,Key Rotation,Primary Ball Handler,Chaser,3.87,0.54,0.82,-0.28
287,2024-25,Derrick White,30,BOS,2574,Starter,Primary Ball Handler,Chaser,8.16,2.59,1.67,0.92
288,2024-25,Josh Hart,29,NYK,2897,Starter,Primary Ball Handler,Helper,7.13,1.45,0.41,01.05
289,2024-25,Trae Young,26,ATL,2739,Star,Primary Ball Handler,Low Activity,6.49,1.31,2.89,-1.58
290,2024-25,Andrew Nembhard,25,IND,1881,Starter,Primary Ball Handler,Point of Attack,2.23,-0.56,-0.66,0.09
291,2024-25,RJ Barrett,24,TOR,1869,Starter,Primary Ball Handler,Helper,2.23,-0.55,0.17,-0.72
292,2024-25,Coby White,24,CHI,2450,Starter,Primary Ball Handler,Chaser,3.52,-0.17,0.96,-1.12
293,2024-25,Darius Garland,25,CLE,2301,Starter,Primary Ball Handler,Point of Attack,07.06,2.43,3.22,-0.79
294,2024-25,Nickeil Alexander-Walker,26,MIN,2073,Key Rotation,Primary Ball Handler,Point of Attack,2.68,-0.39,-0.43,0.04
295,2024-25,Tyler Herro,25,MIA,2725,Starter,Primary Ball Handler,Chaser,6.48,1.32,1.99,-0.66
296,2024-25,Ty Jerome,27,CLE,1393,Key Rotation,Primary Ball Handler,Chaser,3.91,02.01,2.33,-0.32
297,2024-25,Jaylen Nowell,25,NOP,168,Too Few Games,Primary Ball Handler,Chaser,0.17,-0.86,-0.54,-0.33
298,2024-25,Jordan Poole,25,WAS,2001,Starter,Primary Ball Handler,Low Activity,0.88,-1.74,0.29,-2.03
299,2024-25,LaMelo Ball,23,CHO,1505,Star,Primary Ball Handler,Chaser,2.76,0.46,2.11,-1.65
300,2024-25,Killian Hayes,23,BRK,162,Too Few Games,Primary Ball Handler,Wing Stopper,0.25,0.02,-0.20,0.21
301,2024-25,Cole Anthony,24,ORL,1234,Rotation,Primary Ball Handler,Point of Attack,1.86,-0.06,-0.26,0.21
302,2024-25,Immanuel Quickley,25,TOR,918,Starter,Primary Ball Handler,Chaser,1.92,0.86,1.92,-1.06
303,2024-25,Payton Pritchard,27,BOS,2271,Key Rotation,Primary Ball Handler,Point of Attack,6.83,2.33,2.40,-0.07
304,2024-25,Ayo Dosunmu,25,CHI,1394,Starter,Primary Ball Handler,Point of Attack,1.31,-0.95,-0.57,-0.38
305,2024-25,Brandon Boston,23,NOP,993,Key Rotation,Primary Ball Handler,Point of Attack,0.45,-1.72,-1.21,-0.51
306,2024-25,Jalen Johnson,23,ATL,1284,Starter,Primary Ball Handler,Wing Stopper,2.71,0.90,-0.03,0.93
307,2024-25,Austin Reaves,26,LAL,2550,Starter,Primary Ball Handler,Chaser,6.16,1.38,02.06,-0.68
308,2024-25,Josh Giddey,22,CHI,2117,Starter,Primary Ball Handler,Helper,4.94,1.25,0.89,0.36
309,2024-25,Scotty Pippen Jr.,24,MEM,1683,Key Rotation,Primary Ball Handler,Point of Attack,3.79,1.12,0.41,0.71
310,2024-25,Jalen Suggs,23,ORL,1002,Starter,Primary Ball Handler,Point of Attack,1.79,0.39,-0.04,0.44
311,2024-25,Jose Alvarado,26,NOP,1366,Key Rotation,Primary Ball Handler,Point of Attack,1.12,-1.14,-0.12,-1.01
312,2024-25,Dyson Daniels,21,ATL,2571,Starter,Primary Ball Handler,Point of Attack,5.62,01.02,-0.46,1.48
313,2024-25,Keaton Wallace,25,ATL,501,Rotation,Primary Ball Handler,Point of Attack,0.54,-0.74,-1.15,0.41
314,2024-25,Jaden Ivey,22,DET,898,Starter,Primary Ball Handler,Point of Attack,0.88,-0.88,0.16,-1.03
315,2024-25,Marcus Sasser,24,DET,811,Rotation,Primary Ball Handler,Point of Attack,01.07,-0.36,0.12,-0.47
316,2024-25,Brandon Miller,22,CHO,924,Starter,Primary Ball Handler,Helper,0.97,-0.77,0.03,-0.81
317,2024-25,Anthony Black,21,ORL,1887,Key Rotation,Primary Ball Handler,Point of Attack,1.97,-0.78,-1.75,0.96
318,2024-25,Keyonte George,21,UTA,2108,Starter,Primary Ball Handler,Point of Attack,0.77,-1.86,0.33,-2.19
319,2024-25,Brandin Podziemski,21,GSW,1716,Starter,Primary Ball Handler,Point of Attack,3.34,0.64,-0.01,0.65
320,2024-25,Damion Baugh,24,CHO,370,Key Rotation,Primary Ball Handler,Chaser,0.14,-1.83,-1.53,-0.30
321,2024-25,Bub Carrington,19,WAS,2458,Starter,Primary Ball Handler,Point of Attack,-3.01,-4.47,-2.86,-1.60
322,2024-25,Jamal Shead,22,TOR,1467,Rotation,Primary Ball Handler,Point of Attack,0.32,-2.10,-1.55,-0.55
323,2024-25,KJ Simpson,22,CHO,842,Key Rotation,Primary Ball Handler,Point of Attack,0.08,-2.30,-1.65,-0.65
324,2024-25,Mike Conley,37,MIN,1756,Key Rotation,Primary Ball Handler,Chaser,3.77,0.95,0.51,0.44
325,2024-25,Stephen Curry,36,GSW,2252,Star,Primary Ball Handler,Low Activity,7.57,2.90,3.40,-0.50
326,2024-25,Bradley Beal,31,PHO,1702,Starter,Primary Ball Handler,Point of Attack,1.77,-0.79,0.14,-0.93
327,2024-25,Damian Lillard,34,MIL,2093,Star,Primary Ball Handler,Low Activity,6.40,2.41,3.33,-0.93
328,2024-25,CJ McCollum,33,NOP,1832,Starter,Primary Ball Handler,Chaser,0.59,-1.93,0.54,-2.47
329,2024-25,Danté Exum,29,DAL,372,Rotation,Primary Ball Handler,Point of Attack,0.30,-1.17,-0.49,-0.67
330,2024-25,Vasilije Micić,31,CHO/PHO,785,Key Rotation,Primary Ball Handler,Chaser,-0.30,-3.08,-1.91,-1.17
331,2024-25,Kevon Looney,28,GSW,1142,Rotation,Roll + Cut Big,Anchor Big,2.50,01.03,-0.65,1.68
332,2024-25,Domantas Sabonis,28,SAC,2429,Star,Roll + Cut Big,Mobile Big,6.89,02.05,1.59,0.47
333,2024-25,Jakob Poeltl,29,TOR,1686,Starter,Roll + Cut Big,Mobile Big,2.74,0.13,-1.08,1.21
334,2024-25,Deandre Ayton,26,POR,1206,Starter,Roll + Cut Big,Anchor Big,1.74,-0.16,-0.77,0.61
335,2024-25,Goga Bitadze,25,ORL,1430,Rotation,Roll + Cut Big,Mobile Big,3.86,1.84,-0.73,2.57
336,2024-25,Drew Eubanks,27,UTA/LAC,746,Rotation,Roll + Cut Big,Anchor Big,1.17,0.03,-1.25,1.29
337,2024-25,Nic Claxton,25,BRK,1880,Key Rotation,Roll + Cut Big,Mobile Big,02.08,-0.68,-1.82,1.13
338,2024-25,Daniel Gafford,26,DAL,1226,Rotation,Roll + Cut Big,Mobile Big,3.29,1.81,0.65,1.16
339,2024-25,Onyeka Okongwu,24,ATL,2064,Starter,Roll + Cut Big,Mobile Big,4.61,01.09,0.33,0.76
340,2024-25,Precious Achiuwa,25,NYK,1170,Key Rotation,Roll + Cut Big,Mobile Big,1.46,-0.46,-1.67,1.21
341,2024-25,Isaiah Stewart,23,DET,1434,Rotation,Roll + Cut Big,Mobile Big,2.43,0.24,-1.81,02.05
342,2024-25,Day'Ron Sharpe,23,BRK,909,Rotation,Roll + Cut Big,Mobile Big,1.87,0.81,-0.13,0.94
343,2024-25,Jalen Duren,21,DET,2035,Key Rotation,Roll + Cut Big,Mobile Big,5.49,1.83,0.33,1.51
344,2024-25,Jeremy Sochan,21,SAS,1367,Key Rotation,Roll + Cut Big,Wing Stopper,1.18,-1.08,-0.74,-0.34
345,2024-25,Orlando Robinson,24,SAC/TOR,770,Key Rotation,Roll + Cut Big,Mobile Big,0.42,-1.58,-1.32,-0.26
346,2024-25,Moussa Diabate,23,CHO,1241,Rotation,Roll + Cut Big,Mobile Big,1.19,-0.91,-1.69,0.77
347,2024-25,Karlo Matković,23,NOP,791,Rotation,Roll + Cut Big,Mobile Big,0.59,-1.27,-2.07,0.81
348,2024-25,Ausar Thompson,22,DET,1328,Key Rotation,Roll + Cut Big,Point of Attack,03.08,1.23,-0.32,1.55
349,2024-25,Adem Bona,21,PHI,902,Rotation,Roll + Cut Big,Mobile Big,0.87,-0.91,-2.33,1.43
350,2024-25,Andre Drummond,31,PHI,751,Rotation,Roll + Cut Big,Mobile Big,0.99,-0.35,-1.15,0.79
351,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,0.58,-1.00,-1.42,0.43
352,2024-25,Norman Powell,31,LAC,1958,Starter,Secondary Ball Handler,Chaser,04.06,0.84,1.28,-0.45
353,2024-25,Monté Morris,29,PHO,571,Rotation,Secondary Ball Handler,Point of Attack,0.78,-0.27,0.15,-0.42
354,2024-25,Bruce Brown,28,TOR/NOP,921,Key Rotation,Secondary Ball Handler,Chaser,0.38,-1.79,-1.70,-0.09
355,2024-25,Shake Milton,28,BRK/LAL,836,Rotation,Secondary Ball Handler,Chaser,0.52,-1.45,-0.96,-0.48
356,2024-25,Svi Mykhailiuk,27,UTA,760,Key Rotation,Secondary Ball Handler,Chaser,0.32,-1.78,-0.55,-1.24
357,2024-25,Lonnie Walker IV,26,PHI,477,Key Rotation,Secondary Ball Handler,Chaser,0.44,-0.97,0.22,-1.19
358,2024-25,Jalen Pickett,25,DEN,666,Rotation,Secondary Ball Handler,Point of Attack,0.46,-1.35,-0.94,-0.42
359,2024-25,Quentin Grimes,24,DAL/PHI,2013,Key Rotation,Secondary Ball Handler,Chaser,2.42,-0.54,0.41,-0.95
360,2024-25,Talen Horton-Tucker,24,CHI,724,Rotation,Secondary Ball Handler,Chaser,0.97,-0.31,-0.03,-0.28
361,2024-25,Devin Vassell,24,SAS,1983,Starter,Secondary Ball Handler,Chaser,1.89,-0.93,-0.19,-0.74
362,2024-25,Trevelin Queen,27,ORL,430,Rotation,Secondary Ball Handler,Chaser,0.51,-0.57,-0.69,0.11
363,2024-25,Miles McBride,24,NYK,1593,Key Rotation,Secondary Ball Handler,Point of Attack,2.53,0.08,0.15,-0.07
364,2024-25,Dalano Banton,25,POR,1120,Rotation,Secondary Ball Handler,Low Activity,1.50,-0.32,-0.12,-0.20
365,2024-25,Jaden Hardy,22,DAL,907,Rotation,Secondary Ball Handler,Chaser,0.01,-2.43,-1.19,-1.24
366,2024-25,Blake Wesley,21,SAS,683,Rotation,Secondary Ball Handler,Point of Attack,0.33,-1.67,-1.68,0.01
367,2024-25,Ousmane Dieng,21,OKC,405,Rotation,Secondary Ball Handler,Helper,0.24,-1.50,-1.18,-0.32
368,2024-25,Quenton Jackson,26,IND,381,Rotation,Secondary Ball Handler,Point of Attack,0.44,-0.60,-0.47,-0.13
369,2024-25,Lester Quinones,24,PHI/NOP,183,Rotation,Secondary Ball Handler,Low Activity,0.20,-0.70,-0.43,-0.27
370,2024-25,Kobe Bufkin,21,ATL,124,Rotation,Secondary Ball Handler,Point of Attack,0.19,-0.05,-0.15,0.10
371,2024-25,Bilal Coulibaly,20,WAS,1948,Starter,Secondary Ball Handler,Point of Attack,-1.04,-3.32,-2.46,-0.86
372,2024-25,Nick Smith Jr.,20,CHO,1369,Key Rotation,Secondary Ball Handler,Chaser,-1.16,-3.83,-2.10,-1.73
373,2024-25,Reece Beekman,23,GSW/BRK,469,Rotation,Secondary Ball Handler,Point of Attack,0.28,-1.51,-1.99,0.48
374,2024-25,Craig Porter Jr.,24,CLE,513,Rotation,Secondary Ball Handler,Point of Attack,0.38,-1.26,-1.34,0.08
375,2024-25,Reed Sheppard,20,HOU,653,Rotation,Secondary Ball Handler,Chaser,0.50,-1.24,-1.58,0.34
376,2024-25,Rob Dillingham,20,MIN,516,Rotation,Secondary Ball Handler,Low Activity,0.07,-2.24,-1.05,-1.19
377,2024-25,Devin Carter,22,SAC,396,Garbage Time,Secondary Ball Handler,Point of Attack,0.70,0.35,-0.39,0.74
378,2024-25,Jared McCain,20,PHI,592,Key Rotation,Secondary Ball Handler,Chaser,0.40,-1.37,0.45,-1.82
379,2024-25,Patty Mills,36,UTA/LAC,321,Rotation,Secondary Ball Handler,Chaser,0.33,-0.79,-0.81,0.02
380,2024-25,Alec Burks,33,MIA,863,Rotation,Secondary Ball Handler,Chaser,1.19,-0.26,-0.40,0.15
381,2024-25,Reggie Jackson,34,PHI,384,Rotation,Secondary Ball Handler,Chaser,0.28,-1.30,-0.83,-0.47
382,2024-25,Marcus Smart,30,MEM/WAS,680,Key Rotation,Secondary Ball Handler,Wing Stopper,0.93,-0.28,-0.05,-0.22
383,2024-25,Andrew Wiggins,29,GSW/MIA,1842,Starter,Secondary Ball Handler,Wing Stopper,2.92,0.07,0.26,-0.19
384,2024-25,Chris Paul,39,SAS,2292,Starter,Shot Creator,Low Activity,3.68,0.10,0.25,-0.15
385,2024-25,Bobby Portis,29,MIL,1244,Key Rotation,Shot Creator,Mobile Big,2.42,0.64,0.23,0.41
386,2024-25,Ben Simmons,28,BRK/LAC,1120,Key Rotation,Shot Creator,Helper,1.15,-0.81,-1.77,0.96
387,2024-25,Brandon Ingram,27,NOP,595,Starter,Shot Creator,Helper,0.44,-1.27,0.07,-1.34
388,2024-25,Caris LeVert,30,CLE/ATL,1596,Key Rotation,Shot Creator,Chaser,2.75,0.28,0.44,-0.16
389,2024-25,Dejounte Murray,28,NOP,1012,Starter,Shot Creator,Point of Attack,1.71,0.24,0.27,-0.03
390,2024-25,Jamal Murray,27,DEN,2418,Star,Shot Creator,Chaser,5.45,1.12,1.99,-0.86
391,2024-25,Jaylen Brown,28,BOS,2158,Starter,Shot Creator,Wing Stopper,5.46,1.56,1.56,0.00
392,2024-25,Pascal Siakam,30,IND,2548,Star,Shot Creator,Helper,6.18,1.39,1.52,-0.12
393,2024-25,De'Aaron Fox,27,SAC/SAS,2241,Star,Shot Creator,Point of Attack,4.90,01.02,1.46,-0.44
394,2024-25,Jayson Tatum,26,BOS,2624,Star,Shot Creator,Helper,11.19,4.39,3.49,0.90
395,2024-25,Donovan Mitchell,28,CLE,2232,Star,Shot Creator,Chaser,8.44,3.59,3.93,-0.34
396,2024-25,Bam Adebayo,27,MIA,2674,Star,Shot Creator,Mobile Big,6.51,1.41,0.26,1.15
397,2024-25,Kyle Kuzma,29,WAS/MIL,1936,Starter,Shot Creator,Helper,0.49,-2.04,-1.33,-0.71
398,2024-25,Miles Bridges,26,CHO,2029,Starter,Shot Creator,Wing Stopper,2.40,-0.56,0.24,-0.80
399,2024-25,Jalen Brunson,28,NYK,2301,Star,Shot Creator,Low Activity,6.20,1.83,3.19,-1.36
400,2024-25,Shai Gilgeous-Alexander,26,OKC,2598,Star,Shot Creator,Helper,14.58,6.78,5.91,0.87
401,2024-25,Jaren Jackson Jr.,25,MEM,2207,Star,Shot Creator,Mobile Big,6.23,02.03,1.27,0.76
402,2024-25,Caleb Martin,29,PHI/DAL,1218,Starter,Shot Creator,Point of Attack,0.37,-1.96,-1.85,-0.11
403,2024-25,Collin Sexton,26,UTA,1758,Starter,Shot Creator,Chaser,0.59,-1.91,0.50,-2.41
404,2024-25,Anfernee Simons,25,POR,2292,Starter,Shot Creator,Low Activity,2.77,-0.52,01.05,-1.57
405,2024-25,P.J. Washington,26,DAL,1835,Starter,Shot Creator,Wing Stopper,2.20,-0.54,-0.87,0.33
406,2024-25,Luka Dončić,25,DAL/LAL,1769,Star,Shot Creator,Helper,7.31,4.18,4.15,0.03
407,2024-25,Zion Williamson,24,NOP,857,Key Rotation,Shot Creator,Wing Stopper,2.13,1.49,2.25,-0.75
408,2024-25,Ja Morant,25,MEM,1519,Star,Shot Creator,Point of Attack,3.70,1.41,2.42,-1.01
409,2024-25,De'Andre Hunter,27,ATL/CLE,1740,Starter,Shot Creator,Wing Stopper,2.60,-0.08,0.66,-0.74
410,2024-25,Kevin Porter Jr.,24,LAC/MIL,1482,Rotation,Shot Creator,Point of Attack,2.69,0.43,0.15,0.29
411,2024-25,Anthony Edwards,23,MIN,2871,Star,Shot Creator,Helper,09.06,2.57,2.88,-0.31
412,2024-25,Deni Avdija,24,POR,2161,Key Rotation,Shot Creator,Helper,4.47,0.83,0.72,0.10
413,2024-25,Tyrese Haliburton,24,IND,2451,Star,Shot Creator,Low Activity,9.42,3.69,3.80,-0.11
414,2024-25,Tyrese Maxey,24,PHI,1960,Starter,Shot Creator,Chaser,3.63,0.49,2.26,-1.77
415,2024-25,Jared Butler,24,WAS/PHI,1044,Rotation,Shot Creator,Point of Attack,1.39,-0.33,0.49,-0.82
416,2024-25,Desmond Bane,26,MEM,2205,Starter,Shot Creator,Chaser,5.26,1.33,1.44,-0.11
417,2024-25,Jalen Green,22,HOU,2697,Starter,Shot Creator,Chaser,4.46,0.18,0.61,-0.44
418,2024-25,Jonathan Kuminga,22,GSW,1144,Key Rotation,Shot Creator,Wing Stopper,1.87,0.15,0.26,-0.11
419,2024-25,Jeff Dowtin Jr.,27,PHI,621,Rotation,Shot Creator,Chaser,0.81,-0.38,0.08,-0.46
420,2024-25,Brandon Williams,25,DAL,487,Rotation,Shot Creator,Point of Attack,0.71,-0.14,0.31,-0.46
421,2024-25,Franz Wagner,23,ORL,2023,Starter,Shot Creator,Helper,5.14,1.58,1.66,-0.08
422,2024-25,Bones Hyland,24,LAC/MIN,239,Rotation,Shot Creator,Chaser,0.46,0.60,1.13,-0.53
423,2024-25,Tre Mann,23,CHO,319,Key Rotation,Shot Creator,Chaser,0.23,-1.30,-0.35,-0.95
424,2024-25,Keon Johnson,22,BRK,1925,Key Rotation,Shot Creator,Point of Attack,0.30,-2.20,-1.72,-0.48
425,2024-25,Davion Mitchell,26,TOR/MIA,2027,Key Rotation,Shot Creator,Point of Attack,1.10,-1.58,-1.77,0.19
426,2024-25,Cam Thomas,23,BRK,781,Starter,Shot Creator,Chaser,1.20,-0.01,2.12,-2.13
427,2024-25,Scottie Barnes,23,TOR,2134,Starter,Shot Creator,Wing Stopper,4.11,0.60,0.13,0.47
428,2024-25,Trendon Watford,24,BRK,913,Key Rotation,Shot Creator,Helper,0.49,-1.59,-1.14,-0.45
429,2024-25,Alperen Sengun,22,HOU,2394,Star,Shot Creator,Mobile Big,6.60,1.92,01.01,0.91
430,2024-25,Cade Cunningham,23,DET,2452,Starter,Shot Creator,Helper,6.32,1.64,02.06,-0.42
431,2024-25,Evan Mobley,23,CLE,2167,Star,Shot Creator,Mobile Big,8.00,3.44,1.74,1.70
432,2024-25,Aaron Wiggins,26,OKC,1744,Key Rotation,Shot Creator,Chaser,3.51,0.75,01.04,-0.30
433,2024-25,Scoot Henderson,20,POR,1759,Key Rotation,Shot Creator,Chaser,1.68,-0.93,-0.31,-0.61
434,2024-25,Paolo Banchero,22,ORL,1582,Star,Shot Creator,Helper,3.89,1.46,1.78,-0.33
435,2024-25,Bennedict Mathurin,22,IND,2149,Starter,Shot Creator,Chaser,02.07,-0.91,-0.18,-0.73
436,2024-25,Shaedon Sharpe,21,POR,2252,Starter,Shot Creator,Chaser,1.95,-1.07,0.08,-1.15
437,2024-25,Jalen Williams,23,OKC,2237,Starter,Shot Creator,Helper,08.01,3.26,2.35,0.91
438,2024-25,Ryan Rollins,22,MIL,820,Rotation,Shot Creator,Point of Attack,1.00,-0.51,-1.00,0.50
439,2024-25,Jaime Jaquez Jr.,23,MIA,1368,Rotation,Shot Creator,Helper,1.72,-0.45,-0.83,0.38
440,2024-25,Isaiah Wong,24,CHO,265,Rotation,Shot Creator,Chaser,0.22,-1.14,-0.80,-0.35
441,2024-25,Collin Gillespie,25,PHO,461,Rotation,Shot Creator,Point of Attack,01.09,1.30,1.30,0.00
442,2024-25,Victor Wembanyama,21,SAS,1527,Star,Shot Creator,Mobile Big,5.97,3.80,1.45,2.35
443,2024-25,Jalen Hood-Schifino,21,LAL/PHI,315,Key Rotation,Shot Creator,Point of Attack,0.17,-1.56,-1.05,-0.51
444,2024-25,Jordan Miller,25,LAC,420,Rotation,Shot Creator,Chaser,0.18,-1.75,-1.15,-0.59
445,2024-25,Stephon Castle,20,SAS,2162,Key Rotation,Shot Creator,Point of Attack,1.16,-1.59,0.00,-1.59
446,2024-25,Isaiah Collier,20,UTA,1839,Key Rotation,Shot Creator,Point of Attack,-0.43,-2.83,-1.80,-1.02
