nba_id	Player	Seasons	Team	Pos	MPG	LEBRON	O-LEBRON	D-LEBRON	WAR	OffRole	DefRole
1630700	Dyson Daniels	2026	ATL	SG	33.273	1.31	-0.274	1.583	4.643	Primary Ball Handler	Point of Attack
1630702	Jaden Hardy	2026	DAL/WAS	SG	13.581	-0.619	0.199	-0.818	0.61	Movement Shooter	Low Activity
1630703	Scoot Henderson	2026	POR	PG	23.043	0.303	0.616	-0.313	0.399	Primary Ball Handler	Chaser
1630811	Keaton Wallace	2026	ATL	PG	10.718	-0.65	-1.209	0.559	0.534	Secondary Ball Handler	Point of Attack
1631093	Jaden Ivey	2026	DET/CHI	SG	18.115	-1.092	-0.7	-0.392	0.573	Movement Shooter	Chaser
1631094	Paolo Banchero	2026	ORL	PF	34.923	0.56	0.779	-0.22	3.241	Shot Creator	Wing Stopper
1631095	Jabari Smith Jr.	2026	HOU	PF	34.823	0.367	-0.527	0.894	3.519	Movement Shooter	Helper
1631096	Chet Holmgren	2026	OKC	PF	29.36	4.208	1.216	2.992	6.56	Shot Creator	Mobile Big
1631097	Bennedict Mathurin	2026	IND/LAC	SF	31.488	-0.939	-0.642	-0.297	1.048	Secondary Ball Handler	Chaser
1631099	Keegan Murray	2026	SAC	PF	34.482	-0.541	-1.104	0.563	0.952	Movement Shooter	Wing Stopper
1631101	Shaedon Sharpe	2026	POR	SG	29.981	-1.087	0.163	-1.25	1.234	Shot Creator	Chaser
1631104	Blake Wesley	2026	POR	SG	14.412	0.409	0.273	0.136	0.467	Shot Creator	Chaser
1631105	Jalen Duren	2026	DET	C	28.22	3.501	2.097	1.404	5.137	Shot Creator	Mobile Big
1631106	Tari Eason	2026	HOU	PF	26.398	-0.17	-0.724	0.554	1.401	Stationary Shooter	Wing Stopper
1631107	Nikola Jovic	2026	MIA	PF	17.586	-0.859	-1.202	0.343	0.792	Shot Creator	Helper
1631108	Max Christie	2026	DAL	SG	29.664	-1.869	-0.86	-1.009	0.603	Movement Shooter	Wing Stopper
1631109	Mark Williams	2026	PHO	C	23.629	0.808	-0.429	1.237	2.664	Roll + Cut Big	Mobile Big
1631110	Jeremy Sochan	2026	SAS/NYK	PF	11.655	-2.118	-1.924	-0.195	0.085	Stretch Big	Wing Stopper
1631114	Jalen Williams	2026	OKC	SG	29.057	1.383	1.392	-0.009	1.822	Shot Creator	Helper
1631119	Jaylin Williams	2026	OKC	PF	19.549	1.271	-0.885	2.156	2.151	Stationary Shooter	Anchor Big
1631121	Bryce Mcgowens	2026	NOP	SG	21.101	-1.001	-0.463	-0.538	0.731	Stationary Shooter	Chaser
1631123	Jamaree Bouyea	2026	PHO	PG	15.516	0.033	-0.542	0.575	0.8	Secondary Ball Handler	Chaser
1631124	Julian Strawther	2026	DEN	SG	15.052	-0.715	-0.839	0.124	0.624	Movement Shooter	Low Activity
1631126	Caleb Love	2026	POR	SG	22.206	-1.514	-0.096	-1.418	0.59	Shot Creator	Chaser
1631128	Christian Braun	2026	DEN	SG	31.301	-0.766	-0.726	-0.04	0.829	Stationary Shooter	Point of Attack
1631132	Christian Koloko	2026	LAL/MEM/ATL	C	14.728	-0.58	-1.645	1.065	0.364	Athletic Finisher	Mobile Big
1631133	Jabari Walker	2026	PHI	PF	11.915	-1.302	-1.669	0.367	0.431	Stationary Shooter	Helper
1631157	Ryan Rollins	2026	MIL	PG	32.254	-0.472	-0.217	-0.254	2.288	Primary Ball Handler	Point of Attack
1631165	Keon Ellis	2026	SAC/CLE	SG	18.565	-0.073	-1.51	1.437	1.472	Movement Shooter	Point of Attack
1631169	Josh Minott	2026	BOS/BRK	PF	15.663	-0.017	-0.683	0.666	0.863	Movement Shooter	Helper
1631170	Jaime Jaquez Jr.	2026	MIA	SF	28.557	-1.009	-0.875	-0.134	1.45	Shot Creator	Helper
1631172	Ousmane Dieng	2026	OKC/MIL	C	12.933	-0.459	-0.679	0.221	0.583	Shot Creator	Helper
1631200	Kris Murray	2026	POR	SF	24.587	-1.303	-1.564	0.261	0.71	Stationary Shooter	Helper
1631207	Dalen Terry	2026	CHI/PHI	SG	10.609	-0.26	-1.638	1.378	0.541	Stationary Shooter	Point of Attack
1631212	Peyton Watson	2026	DEN	SF	30.651	-1.201	-1.118	-0.083	1.181	Movement Shooter	Point of Attack
1631213	Tyrese Martin	2026	BRK/PHI	SG	18.004	-0.709	-0.637	-0.072	0.769	Secondary Ball Handler	Chaser
1631217	Moussa Diabate	2026	CHO	C	25.499	1.732	0.113	1.619	3.553	Roll + Cut Big	Mobile Big
1631218	Trayce Jackson-Davis	2026	GSW/TOR	C	10.765	0.107	-0.88	0.987	0.71	Roll + Cut Big	Mobile Big
1631221	Collin Gillespie	2026	PHO	PG	28.706	1.673	0.579	1.094	4.39	Primary Ball Handler	Point of Attack
1631222	Jake Laravia	2026	LAL	PF	26.338	-1.048	-0.723	-0.324	1.394	Stationary Shooter	Point of Attack
1631230	Dominick Barlow	2026	PHI	PF	24.289	-0.429	-0.934	0.505	1.513	Athletic Finisher	Helper
1631243	Mouhamed Gueye	2026	ATL	PF	15.849	0.378	-1.609	1.987	1.664	Stationary Shooter	Helper
1631245	Quenton Jackson	2026	IND	PG	17.359	-0.83	-0.549	-0.281	0.548	Secondary Ball Handler	Point of Attack
1631246	Vince Williams Jr.	2026	MEM/UTA	PG	20.485	-0.445	-0.231	-0.215	1.033	Primary Ball Handler	Wing Stopper
1631248	Baylor Scheierman	2026	BOS	SG	15.789	0.232	-0.747	0.979	1.466	Movement Shooter	Chaser
1631250	Pete Nance	2026	MIL	PF	10.475	-0.52	-0.807	0.287	0.343	Movement Shooter	Helper
1631255	Karlo Matkovic	2026	NOP	PF	13.915	0.1	-1.037	1.137	1.094	Stretch Big	Helper
1631260	Aj Green	2026	MIL	SG	30.199	-1.447	-0.953	-0.494	1.05	Movement Shooter	Chaser
1631321	Sidy Cissoko	2026	POR	SF	21.504	-1.02	-2.015	0.994	1.083	Stationary Shooter	Helper
1631323	Simone Fontecchio	2026	MIA	SF	16.747	0.144	0.48	-0.336	1.559	Off Screen Shooter	Helper
1631342	Daeqwon Plowden	2026	SAC	SG	22.247	-0.891	-0.717	-0.174	0.284	Stationary Shooter	Wing Stopper
1641705	Victor Wembanyama	2026	SAS	C	29.157	6.214	2.779	3.434	7.085	Shot Creator	Anchor Big
1641706	Brandon Miller	2026	CHO	SF	30.113	0.924	1.171	-0.247	2.813	Shot Creator	Chaser
1641707	Taylor Hendricks	2026	UTA/MEM	PF	16.934	-2.281	-2.065	-0.215	0.083	Stationary Shooter	Helper
1641708	Amen Thompson	2026	HOU	PG	37.049	0.82	-0.015	0.835	4.345	Primary Ball Handler	Point of Attack
1641709	Ausar Thompson	2026	DET	SF	25.937	2.746	0.014	2.732	4.645	Roll + Cut Big	Point of Attack
1641710	Anthony Black	2026	ORL	PG	31.293	0.319	0.057	0.262	3.163	Primary Ball Handler	Point of Attack
1641711	Gradey Dick	2026	TOR	SG	15.788	-1.584	-1.706	0.122	0.501	Movement Shooter	Low Activity
1641712	Rayan Rupert	2026	POR/MEM	SG	13.195	-2.221	-2.671	0.45	0.104	Stationary Shooter	Chaser
1641713	Gg Jackson	2026	MEM	PF	19.637	0.42	-0.478	0.898	1.383	Shot Creator	Wing Stopper
1641715	Cam Whitmore	2026	WAS	SF	16.856	-1.423	-0.496	-0.928	0.229	Shot Creator	Helper
1641716	Jarace Walker	2026	IND	PF	24.663	-2.116	-1.333	-0.783	0.319	Movement Shooter	Helper
1641717	Cason Wallace	2026	OKC	SG	27.276	2.211	-0.309	2.52	4.709	Movement Shooter	Point of Attack
1641718	Keyonte George	2026	UTA	PG	33.717	-1.29	0.917	-2.207	1.207	Primary Ball Handler	Chaser
1641722	Jordan Hawkins	2026	NOP	SG	12.73	-3.356	-1.988	-1.368	-0.277	Movement Shooter	Chaser
1641724	Jett Howard	2026	ORL	SF	11.244	-0.58	0.046	-0.626	0.516	Movement Shooter	Low Activity
1641729	Brice Sensabaugh	2026	UTA	SF	22.175	-2.138	-0.132	-2.005	0.256	Movement Shooter	Helper
1641730	Noah Clowney	2026	BRK	PF	28.136	-2.556	-1.94	-0.616	-0.085	Movement Shooter	Wing Stopper
1641731	Bilal Coulibaly	2026	WAS	SG	26.034	-0.905	-1.69	0.785	0.987	Secondary Ball Handler	Wing Stopper
1641733	Nick Smith Jr.	2026	LAL	SG	12.737	-1.87	-0.885	-0.985	0.117	Shot Creator	Point of Attack
1641737	Adem Bona	2026	PHI	C	16.509	-0.839	-2.514	1.675	0.853	Roll + Cut Big	Mobile Big
1641738	Kobe Brown	2026	LAC/IND	PF	12.164	-1.254	-0.796	-0.458	0.385	Stationary Shooter	Low Activity
1641739	Toumani Camara	2026	POR	PF	33.476	-0.86	-1.208	0.348	2.076	Stationary Shooter	Wing Stopper
1641740	Jaylen Clark	2026	MIN	SG	13.322	-0.783	-0.981	0.198	0.754	Stationary Shooter	Point of Attack
1641744	Zach Edey	2026	MEM	C	25.805	0.784	-1.087	1.871	0.578	Post Scorer	Anchor Big
1641750	Ryan Kalkbrenner	2026	CHO	C	22.662	0.18	-1.588	1.768	1.838	Roll + Cut Big	Anchor Big
1641757	Jordan Miller	2026	LAC	SF	20.255	0.076	0.404	-0.328	1.223	Secondary Ball Handler	Chaser
1641764	Brandin Podziemski	2026	GSW	SG	27.241	0.854	-0.006	0.86	3.398	Primary Ball Handler	Chaser
1641765	Olivier-Maxence Prosper	2026	MEM	PF	15.558	-0.949	-1.25	0.301	0.514	Stationary Shooter	Helper
1641767	Ben Sheppard	2026	IND	SG	21.78	-1.831	-1.212	-0.619	0.428	Movement Shooter	Chaser
1641772	Nae'Qwan Tomlin	2026	CLE	PF	16.074	0.112	-0.3	0.412	1.296	Stationary Shooter	Helper
1641774	Tristan Vukcevic	2026	WAS	C	12.865	0.182	0.119	0.062	0.81	Stretch Big	Mobile Big
1641775	Jordan Walsh	2026	BOS	PF	17.636	0.173	-1.039	1.212	1.572	Stationary Shooter	Point of Attack
1641783	Tristan Da Silva	2026	ORL	SF	23.335	-1.099	-1.253	0.154	1.072	Movement Shooter	Helper
1641790	Pj Hall	2026	MEM/CHO	C	11.23	-0.065	-0.755	0.69	0.32	Roll + Cut Big	Anchor Big
1641796	Pelle Larsson	2026	MIA	SG	24.956	0.128	-0.4	0.528	2.024	Shot Creator	Chaser
1641824	Matas Buzelis	2026	CHI	PF	28.564	-0.914	-0.924	0.01	1.684	Movement Shooter	Helper
1641842	Ronald Holland Ii	2026	DET	SF	20.529	0.376	-1.369	1.744	2.008	Stationary Shooter	Point of Attack
1641854	Craig Porter Jr.	2026	CLE	PG	17.919	1.837	0.275	1.562	2.607	Secondary Ball Handler	Point of Attack
1642258	Zaccharie Risacher	2026	ATL	SF	24.244	-0.752	-1.162	0.41	1.243	Stationary Shooter	Helper
1642259	Alex Sarr	2026	WAS	C	28.202	0.049	-0.471	0.52	1.818	Shot Creator	Mobile Big
1642261	Dalton Knecht	2026	LAL	SF	10.95	-2.508	-1.731	-0.776	-0.013	Movement Shooter	Low Activity
1642262	Cody Williams	2026	UTA	SG	20.081	-2.978	-3.058	0.081	-0.29	Stationary Shooter	Point of Attack
1642263	Reed Sheppard	2026	HOU	SG	25.045	-0.746	-0.305	-0.441	1.584	Primary Ball Handler	Chaser
1642264	Stephon Castle	2026	SAS	PG	29.725	0.695	-0.039	0.735	2.942	Primary Ball Handler	Point of Attack
1642265	Rob Dillingham	2026	MIN/CHI	PG	11.216	-1.875	-1.642	-0.232	0.18	Shot Creator	Low Activity
1642266	Ja'Kobe Walter	2026	TOR	SG	18.907	-1.056	-1.326	0.27	0.829	Movement Shooter	Point of Attack
1642267	Bub Carrington	2026	WAS	PG	27.662	-4.241	-2.098	-2.142	-1.751	Primary Ball Handler	Point of Attack
1642268	Isaiah Collier	2026	UTA	PG	25.767	-1.044	-0.148	-0.896	1.186	Shot Creator	Point of Attack
1642269	Devin Carter	2026	SAC	PG	14.778	0.575	0.276	0.299	0.675	Secondary Ball Handler	Point of Attack
1642270	Donovan Clingan	2026	POR	C	27.625	2.738	1.025	1.713	5.119	Stretch Big	Anchor Big
1642271	Kyle Filipowski	2026	UTA	C	22.302	-1.179	-1.207	0.029	1.053	Stationary Shooter	Mobile Big
1642272	Jared Mccain	2026	PHI/OKC	SG	17.239	-2.045	-0.853	-1.192	0.21	Secondary Ball Handler	Low Activity
1642273	Kyshawn George	2026	WAS	SF	29.135	-1.606	-0.855	-0.751	0.73	Primary Ball Handler	Wing Stopper
1642274	Yves Missi	2026	NOP	C	19.155	0.559	-0.518	1.078	1.778	Athletic Finisher	Mobile Big
1642275	Tidjane Salaun	2026	CHO	PF	16.275	-0.342	-1.206	0.864	0.755	Stationary Shooter	Helper
1642276	Kel'El Ware	2026	MIA	C	22.079	1.092	-0.061	1.152	2.805	Stretch Big	Mobile Big
1642277	Johnny Furphy	2026	IND	SG	18.373	-0.874	-2.12	1.246	0.638	Stationary Shooter	Helper
1642278	Tyler Kolek	2026	NYK	PG	12.687	-0.942	-1.084	0.142	0.614	Primary Ball Handler	Low Activity
1642281	Jaylon Tyson	2026	CLE	SG	27.638	0.943	0.854	0.089	3.363	Movement Shooter	Chaser
1642285	Cam Spencer	2026	MEM	SG	23.906	0.767	1.361	-0.594	2.759	Primary Ball Handler	Low Activity
1642345	Oso Ighodaro	2026	PHO	PF	20.4	0.093	-1.964	2.056	1.958	Roll + Cut Big	Mobile Big
1642346	Ryan Dunn	2026	PHO	SF	20.006	-0.224	-1.136	0.912	1.485	Stationary Shooter	Wing Stopper
1642347	Jamal Shead	2026	TOR	PG	22.196	0.201	-0.158	0.36	2.222	Primary Ball Handler	Point of Attack
1642348	Justin Edwards	2026	PHI	SF	13.821	-2.14	-1.439	-0.701	0.122	Movement Shooter	Chaser
1642349	Ajay Mitchell	2026	OKC	SG	26.246	2.383	0.929	1.454	3.423	Primary Ball Handler	Point of Attack
1642354	Kj Simpson	2026	CHO/DEN	PG	14.474	-0.226	-0.405	0.179	0.344	Primary Ball Handler	Point of Attack
1642363	Nique Clifford	2026	SAC	SG	22.498	-1.62	-1.698	0.078	0.684	Movement Shooter	Chaser
1642364	Jamir Watkins	2026	WAS	SG	18.709	-1.537	-1.893	0.356	0.334	Movement Shooter	Wing Stopper
1642366	Quinten Post	2026	GSW	PF	17.2	0.004	-0.281	0.285	1.567	Stretch Big	Mobile Big
1642377	Jaylen Wells	2026	MEM	SG	26.584	-0.477	-0.377	-0.099	1.914	Movement Shooter	Point of Attack
1642382	Branden Carlson	2026	OKC	C	10.755	0.128	-0.293	0.421	0.611	Stretch Big	Mobile Big
1642383	Walter Clayton Jr.	2026	UTA/MEM	PG	19.038	-1.5	-0.941	-0.559	0.593	Primary Ball Handler	Point of Attack
1642450	Daniss Jenkins	2026	DET	PG	16.929	-0.254	-0.425	0.172	1.17	Primary Ball Handler	Point of Attack
1642461	Spencer Jones	2026	DEN	SF	23.013	-1.931	-2.594	0.662	0.388	Stationary Shooter	Wing Stopper
1642843	Cooper Flagg	2026	DAL	SF	34.071	0.096	0.297	-0.201	2.675	Shot Creator	Helper
1642844	Dylan Harper	2026	SAS	SG	22.06	0.89	0.165	0.725	2.272	Shot Creator	Point of Attack
1642845	Vj Edgecombe	2026	PHI	SG	35.412	-0.603	-0.621	0.017	2.304	Primary Ball Handler	Point of Attack
1642846	Ace Bailey	2026	UTA	SF	26.597	-2.747	-1.37	-1.377	-0.244	Movement Shooter	Helper
1642847	Jeremiah Fears	2026	NOP	PG	25.679	-1.054	-0.324	-0.73	1.398	Primary Ball Handler	Point of Attack
1642848	Tre Johnson	2026	WAS	SG	24.321	-3.261	-1.404	-1.857	-0.544	Off Screen Shooter	Chaser
1642849	Nolan Traore	2026	BRK	PG	22.453	-2.778	-1.957	-0.821	-0.164	Primary Ball Handler	Point of Attack
1642851	Kon Knueppel	2026	CHO	SF	31.882	0.825	0.898	-0.072	3.943	Movement Shooter	Chaser
1642852	Derik Queen	2026	NOP	C	25.676	0.237	-0.319	0.556	2.649	Shot Creator	Mobile Big
1642854	Asa Newell	2026	ATL	PF	11.125	-0.925	-1.088	0.162	0.427	Stationary Shooter	Helper
1642856	Egor Demin	2026	BRK	PG	25.158	-1.072	-1.174	0.101	1.134	Primary Ball Handler	Chaser
1642857	Kasparas Jakucionis	2026	MIA	PG	16.831	-0.829	-1.39	0.56	0.583	Stationary Shooter	Chaser
1642859	Jase Richardson	2026	ORL	SG	11.479	-1.838	-0.79	-1.048	0.192	Secondary Ball Handler	Low Activity
1642860	Will Riley	2026	WAS	SF	17.496	-2.947	-1.291	-1.656	-0.264	Secondary Ball Handler	Low Activity
1642862	Liam Mcneeley	2026	CHO	SF	12.215	0.087	-0.562	0.649	0.546	Movement Shooter	Low Activity
1642864	Hugo Gonzalez	2026	BOS	SF	15.071	-0.002	-1.926	1.924	1.277	Stationary Shooter	Wing Stopper
1642867	Collin Murray-Boyles	2026	TOR	PF	22.262	0.958	-0.794	1.752	2.244	Roll + Cut Big	Mobile Big
1642869	Noah Penda	2026	ORL	SF	13.254	-0.265	-0.599	0.334	0.729	Movement Shooter	Helper
1642874	Danny Wolf	2026	BRK	PF	20.448	-0.141	-0.849	0.708	1.366	Movement Shooter	Helper
1642875	Maxime Raynaud	2026	SAC	C	24.339	-1.983	-1.537	-0.446	0.392	Roll + Cut Big	Mobile Big
1642877	Micah Peavy	2026	NOP	SG	14.539	-1.218	-0.946	-0.272	0.541	Movement Shooter	Point of Attack
1642878	Tyrese Proctor	2026	CLE	PG	10.374	-0.596	0.342	-0.938	0.508	Secondary Ball Handler	Chaser
1642879	Ben Saraf	2026	BRK	SG	17.154	-1.97	-2.198	0.228	0.126	Primary Ball Handler	Point of Attack
1642880	Kam Jones	2026	IND	SG	15.764	-2.983	-2.124	-0.858	-0.12	Secondary Ball Handler	Point of Attack
1642883	Sion James	2026	CHO	SG	23.565	-0.3	-1.436	1.135	1.944	Movement Shooter	Point of Attack
1642907	Cedric Coward	2026	MEM	SG	26.322	-0.833	-0.66	-0.173	1.285	Movement Shooter	Wing Stopper
1642914	Javon Small	2026	MEM	PG	17.291	0.792	0.329	0.463	0.917	Primary Ball Handler	Chaser
1642920	Kobe Sanders	2026	LAC	SG	20.849	-1.872	-1.469	-0.404	0.375	Movement Shooter	Point of Attack
1642928	Dylan Cardwell	2026	SAC	C	21.225	1.527	-1.446	2.973	1.539	Roll + Cut Big	Mobile Big
1642942	Jahmai Mashack	2026	MEM	SG	15.537	-1.296	-2.133	0.836	0.192	Movement Shooter	Helper
1642948	Ryan Nembhard	2026	DAL	PG	18.816	-2.711	-1.461	-1.251	-0.111	Primary Ball Handler	Point of Attack
1642949	Yanic Konan Niederhauser	2026	LAC	C	10.108	0.052	-1.416	1.468	0.621	Roll + Cut Big	Mobile Big
1642954	Will Richard	2026	GSW	SG	19.312	0.036	-0.824	0.861	1.632	Movement Shooter	Point of Attack
1642962	Drake Powell	2026	BRK	SG	19.022	-4.003	-3.148	-0.855	-0.834	Secondary Ball Handler	Point of Attack
1643007	Taelon Peter	2026	IND	SG	10.872	-0.992	-0.953	-0.039	0.269	Off Screen Shooter	Point of Attack
